"Plot Title: 21416056"
"#","Date Time, GMT-02:30","Temp, °C (LGR S/N: 21416056, SEN S/N: 21416056, LBL: Temperature)","Intensity, Lux (LGR S/N: 21416056, SEN S/N: 21416056, LBL: Light)","Host Connected (LGR S/N: 21416056)","Coupler Attached (LGR S/N: 21416056)","Stopped (LGR S/N: 21416056)","End Of File (LGR S/N: 21416056)"
80,06/14/23 10:10:00  PM,9.275,0.0,,,,
81,06/14/23 10:20:00  PM,9.176,0.0,,,,
82,06/14/23 10:30:00  PM,8.978,0.0,,,,
83,06/14/23 10:40:00  PM,8.779,0.0,,,,
84,06/14/23 10:50:00  PM,8.779,0.0,,,,
85,06/14/23 11:00:00  PM,8.879,0.0,,,,
86,06/14/23 11:10:00  PM,8.879,0.0,,,,
87,06/14/23 11:20:00  PM,8.879,0.0,,,,
88,06/14/23 11:30:00  PM,8.978,0.0,,,,
89,06/14/23 11:40:00  PM,8.779,0.0,,,,
90,06/14/23 11:50:00  PM,8.680,0.0,,,,
91,06/15/23 12:00:00  AM,8.581,0.0,,,,
92,06/15/23 12:10:00  AM,8.680,0.0,,,,
93,06/15/23 12:20:00  AM,8.779,0.0,,,,
94,06/15/23 12:30:00  AM,8.779,0.0,,,,
95,06/15/23 12:40:00  AM,8.680,0.0,,,,
96,06/15/23 12:50:00  AM,8.581,0.0,,,,
97,06/15/23 01:00:00  AM,8.581,0.0,,,,
98,06/15/23 01:10:00  AM,8.581,0.0,,,,
99,06/15/23 01:20:00  AM,8.581,0.0,,,,
100,06/15/23 01:30:00  AM,8.581,0.0,,,,
101,06/15/23 01:40:00  AM,8.581,0.0,,,,
102,06/15/23 01:50:00  AM,8.581,0.0,,,,
103,06/15/23 02:00:00  AM,8.481,0.0,,,,
104,06/15/23 02:10:00  AM,8.382,0.0,,,,
105,06/15/23 02:20:00  AM,8.182,0.0,,,,
106,06/15/23 02:30:00  AM,7.983,0.0,,,,
107,06/15/23 02:40:00  AM,7.782,0.0,,,,
108,06/15/23 02:50:00  AM,7.582,0.0,,,,
109,06/15/23 03:00:00  AM,7.481,0.0,,,,
110,06/15/23 03:10:00  AM,7.481,0.0,,,,
111,06/15/23 03:20:00  AM,7.481,0.0,,,,
112,06/15/23 03:30:00  AM,7.381,0.0,,,,
113,06/15/23 03:40:00  AM,7.481,0.0,,,,
114,06/15/23 03:50:00  AM,7.481,0.0,,,,
115,06/15/23 04:00:00  AM,7.582,0.0,,,,
116,06/15/23 04:10:00  AM,7.481,0.0,,,,
117,06/15/23 04:20:00  AM,7.481,0.0,,,,
118,06/15/23 04:30:00  AM,7.582,0.0,,,,
119,06/15/23 04:40:00  AM,7.481,0.0,,,,
120,06/15/23 04:50:00  AM,7.481,10.8,,,,
121,06/15/23 05:00:00  AM,7.381,43.1,,,,
122,06/15/23 05:10:00  AM,7.079,96.9,,,,
123,06/15/23 05:20:00  AM,6.775,247.6,,,,
124,06/15/23 05:30:00  AM,6.775,419.8,,,,
125,06/15/23 05:40:00  AM,6.978,882.6,,,,
126,06/15/23 05:50:00  AM,7.481,1808.3,,,,
127,06/15/23 06:00:00  AM,7.983,2238.9,,,,
128,06/15/23 06:10:00  AM,8.481,2325.0,,,,
129,06/15/23 06:20:00  AM,8.779,1636.1,,,,
130,06/15/23 06:30:00  AM,8.978,1980.6,,,,
131,06/15/23 06:40:00  AM,9.373,3100.0,,,,
132,06/15/23 06:50:00  AM,9.669,1808.3,,,,
133,06/15/23 07:00:00  AM,9.571,1076.4,,,,
134,06/15/23 07:10:00  AM,9.571,990.3,,,,
135,06/15/23 07:20:00  AM,9.669,1054.9,,,,
136,06/15/23 07:30:00  AM,9.669,1227.1,,,,
137,06/15/23 07:40:00  AM,9.768,1894.5,,,,
138,06/15/23 07:50:00  AM,9.965,1722.2,,,,
139,06/15/23 08:00:00  AM,10.161,1894.5,,,,
140,06/15/23 08:10:00  AM,10.161,2152.8,,,,
141,06/15/23 08:20:00  AM,10.455,2325.0,,,,
142,06/15/23 08:30:00  AM,10.846,4305.6,,,,
143,06/15/23 08:40:00  AM,11.041,4822.3,,,,
144,06/15/23 08:50:00  AM,10.846,3444.5,,,,
145,06/15/23 09:00:00  AM,10.748,4133.4,,,,
146,06/15/23 09:10:00  AM,11.041,7577.8,,,,
147,06/15/23 09:20:00  AM,11.819,10333.4,,,,
148,06/15/23 09:30:00  AM,12.690,8611.2,,,,
149,06/15/23 09:40:00  AM,12.690,5511.1,,,,
150,06/15/23 09:50:00  AM,12.207,4133.4,,,,
151,06/15/23 10:00:00  AM,12.401,7233.4,,,,
152,06/15/23 10:10:00  AM,12.980,8266.7,,,,
153,06/15/23 10:20:00  AM,13.365,9300.1,,,,
154,06/15/23 10:30:00  AM,14.325,15155.7,,,,
155,06/15/23 10:40:00  AM,15.664,34444.7,,,,
156,06/15/23 10:50:00  AM,18.711,28933.5,,,,
157,06/15/23 11:00:00  AM,19.567,24800.2,,,,
158,06/15/23 11:10:00  AM,19.567,28933.5,,,,
159,06/15/23 11:20:00  AM,19.948,26178.0,,,,
160,06/15/23 11:30:00  AM,19.948,22044.6,,,,
161,06/15/23 11:40:00  AM,19.758,24800.2,,,,
162,06/15/23 11:50:00  AM,22.812,74400.5,,,,
163,06/15/23 12:00:00  PM,29.053,126756.4,,,,
164,06/15/23 12:10:00  PM,26.781,23422.4,,,,
165,06/15/23 12:20:00  PM,24.641,28933.5,,,,
166,06/15/23 12:30:00  PM,23.292,23422.4,,,,
167,06/15/23 12:40:00  PM,23.292,21355.7,,,,
168,06/15/23 12:50:00  PM,23.004,17911.2,,,,
169,06/15/23 01:00:00  PM,23.677,16533.4,,,,
170,06/15/23 01:10:00  PM,22.621,12400.1,,,,
171,06/15/23 01:20:00  PM,22.812,16533.4,,,,
172,06/15/23 01:30:00  PM,23.100,16533.4,,,,
173,06/15/23 01:40:00  PM,23.196,14466.8,,,,
174,06/15/23 01:50:00  PM,22.908,14466.8,,,,
175,06/15/23 02:00:00  PM,23.292,15844.5,,,,
176,06/15/23 02:10:00  PM,23.484,15155.7,,,,
177,06/15/23 02:20:00  PM,22.717,10333.4,,,,
178,06/15/23 02:30:00  PM,22.333,15155.7,,,,
179,06/15/23 02:40:00  PM,23.677,12400.1,,,,
180,06/15/23 02:50:00  PM,23.773,14466.8,,,,
181,06/15/23 03:00:00  PM,24.158,12400.1,,,,
182,06/15/23 03:10:00  PM,21.855,7577.8,,,,
183,06/15/23 03:20:00  PM,20.901,8611.2,,,,
184,06/15/23 03:30:00  PM,20.519,9300.1,,,,
185,06/15/23 03:40:00  PM,20.329,6544.5,,,,
186,06/15/23 03:50:00  PM,20.329,7233.4,,,,
187,06/15/23 04:00:00  PM,20.138,7233.4,,,,
188,06/15/23 04:10:00  PM,20.234,9300.1,,,,
189,06/15/23 04:20:00  PM,20.043,5511.1,,,,
190,06/15/23 04:30:00  PM,20.043,8611.2,,,,
191,06/15/23 04:40:00  PM,19.853,9300.1,,,,
192,06/15/23 04:50:00  PM,21.664,9644.5,,,,
193,06/15/23 05:00:00  PM,21.282,8266.7,,,,
194,06/15/23 05:10:00  PM,19.567,3616.7,,,,
195,06/15/23 05:20:00  PM,19.187,6544.5,,,,
196,06/15/23 05:30:00  PM,18.996,5511.1,,,,
197,06/15/23 05:40:00  PM,18.616,5511.1,,,,
198,06/15/23 05:50:00  PM,18.521,5511.1,,,,
199,06/15/23 06:00:00  PM,18.616,5166.7,,,,
200,06/15/23 06:10:00  PM,18.426,5166.7,,,,
201,06/15/23 06:20:00  PM,18.331,4133.4,,,,
202,06/15/23 06:30:00  PM,18.331,5166.7,,,,
203,06/15/23 06:40:00  PM,18.331,2755.6,,,,
204,06/15/23 06:50:00  PM,17.665,2325.0,,,,
205,06/15/23 07:00:00  PM,17.094,2325.0,,,,
206,06/15/23 07:10:00  PM,16.903,2152.8,,,,
207,06/15/23 07:20:00  PM,16.713,2497.2,,,,
208,06/15/23 07:30:00  PM,16.618,2411.1,,,,
209,06/15/23 07:40:00  PM,16.237,1334.7,,,,
210,06/15/23 07:50:00  PM,15.760,635.1,,,,
211,06/15/23 08:00:00  PM,15.282,1065.6,,,,
212,06/15/23 08:10:00  PM,15.091,914.9,,,,
213,06/15/23 08:20:00  PM,14.804,882.6,,,,
214,06/15/23 08:30:00  PM,14.421,656.6,,,,
215,06/15/23 08:40:00  PM,14.230,322.9,,,,
216,06/15/23 08:50:00  PM,14.038,183.0,,,,
217,06/15/23 09:00:00  PM,13.846,96.9,,,,
218,06/15/23 09:10:00  PM,13.750,21.5,,,,
219,06/15/23 09:20:00  PM,13.461,0.0,,,,
220,06/15/23 09:30:00  PM,13.173,0.0,,,,
221,06/15/23 09:40:00  PM,13.076,0.0,,,,
222,06/15/23 09:50:00  PM,12.883,0.0,,,,
223,06/15/23 10:00:00  PM,12.594,0.0,,,,
224,06/15/23 10:10:00  PM,12.401,0.0,,,,
225,06/15/23 10:20:00  PM,12.207,0.0,,,,
226,06/15/23 10:30:00  PM,12.013,0.0,,,,
227,06/15/23 10:40:00  PM,11.819,0.0,,,,
228,06/15/23 10:50:00  PM,11.334,0.0,,,,
229,06/15/23 11:00:00  PM,11.139,0.0,,,,
230,06/15/23 11:10:00  PM,10.944,0.0,,,,
231,06/15/23 11:20:00  PM,10.651,0.0,,,,
232,06/15/23 11:30:00  PM,10.455,0.0,,,,
233,06/15/23 11:40:00  PM,10.357,0.0,,,,
234,06/15/23 11:50:00  PM,10.259,0.0,,,,
235,06/16/23 12:00:00  AM,10.357,0.0,,,,
236,06/16/23 12:10:00  AM,10.259,0.0,,,,
237,06/16/23 12:20:00  AM,10.259,0.0,,,,
238,06/16/23 12:30:00  AM,10.259,0.0,,,,
239,06/16/23 12:40:00  AM,10.259,0.0,,,,
240,06/16/23 12:50:00  AM,10.161,0.0,,,,
241,06/16/23 01:00:00  AM,10.161,0.0,,,,
242,06/16/23 01:10:00  AM,10.063,0.0,,,,
243,06/16/23 01:20:00  AM,9.965,0.0,,,,
244,06/16/23 01:30:00  AM,9.866,0.0,,,,
245,06/16/23 01:40:00  AM,9.669,0.0,,,,
246,06/16/23 01:50:00  AM,9.571,0.0,,,,
247,06/16/23 02:00:00  AM,9.373,0.0,,,,
248,06/16/23 02:10:00  AM,9.275,0.0,,,,
249,06/16/23 02:20:00  AM,9.176,0.0,,,,
250,06/16/23 02:30:00  AM,8.978,0.0,,,,
251,06/16/23 02:40:00  AM,8.779,0.0,,,,
252,06/16/23 02:50:00  AM,8.680,0.0,,,,
253,06/16/23 03:00:00  AM,8.581,0.0,,,,
254,06/16/23 03:10:00  AM,8.481,0.0,,,,
255,06/16/23 03:20:00  AM,8.481,0.0,,,,
256,06/16/23 03:30:00  AM,8.481,0.0,,,,
257,06/16/23 03:40:00  AM,8.382,0.0,,,,
258,06/16/23 03:50:00  AM,8.282,0.0,,,,
259,06/16/23 04:00:00  AM,8.282,0.0,,,,
260,06/16/23 04:10:00  AM,8.182,0.0,,,,
261,06/16/23 04:20:00  AM,8.082,0.0,,,,
262,06/16/23 04:30:00  AM,7.983,0.0,,,,
263,06/16/23 04:40:00  AM,7.782,0.0,,,,
264,06/16/23 04:50:00  AM,7.582,0.0,,,,
265,06/16/23 05:00:00  AM,7.481,0.0,,,,
266,06/16/23 05:10:00  AM,7.381,10.8,,,,
267,06/16/23 05:20:00  AM,7.280,75.3,,,,
268,06/16/23 05:30:00  AM,7.179,107.6,,,,
269,06/16/23 05:40:00  AM,7.079,322.9,,,,
270,06/16/23 05:50:00  AM,6.978,333.7,,,,
271,06/16/23 06:00:00  AM,6.877,441.3,,,,
272,06/16/23 06:10:00  AM,6.775,301.4,,,,
273,06/16/23 06:20:00  AM,6.775,269.1,,,,
274,06/16/23 06:30:00  AM,6.573,376.7,,,,
275,06/16/23 06:40:00  AM,6.573,818.1,,,,
276,06/16/23 06:50:00  AM,6.573,828.8,,,,
277,06/16/23 07:00:00  AM,6.471,1550.0,,,,
278,06/16/23 07:10:00  AM,6.471,2583.4,,,,
279,06/16/23 07:20:00  AM,6.471,1216.3,,,,
280,06/16/23 07:30:00  AM,6.268,1377.8,,,,
281,06/16/23 07:40:00  AM,6.370,1808.3,,,,
282,06/16/23 07:50:00  AM,6.370,1463.9,,,,
283,06/16/23 08:00:00  AM,6.268,1463.9,,,,
284,06/16/23 08:10:00  AM,6.370,1636.1,,,,
285,06/16/23 08:20:00  AM,6.370,2066.7,,,,
286,06/16/23 08:30:00  AM,6.471,1980.6,,,,
287,06/16/23 08:40:00  AM,6.471,1550.0,,,,
288,06/16/23 08:50:00  AM,6.471,1722.2,,,,
289,06/16/23 09:00:00  AM,6.370,1345.5,,,,
290,06/16/23 09:10:00  AM,6.471,1980.6,,,,
291,06/16/23 09:20:00  AM,6.674,1808.3,,,,
292,06/16/23 09:30:00  AM,6.775,2066.7,,,,
293,06/16/23 09:40:00  AM,6.978,2497.2,,,,
294,06/16/23 09:50:00  AM,7.079,2927.8,,,,
295,06/16/23 10:00:00  AM,7.280,2927.8,,,,
296,06/16/23 10:10:00  AM,7.280,2755.6,,,,
297,06/16/23 10:20:00  AM,7.481,3444.5,,,,
298,06/16/23 10:30:00  AM,7.682,3961.1,,,,
299,06/16/23 10:40:00  AM,7.782,3788.9,,,,
300,06/16/23 10:50:00  AM,7.882,3616.7,,,,
301,06/16/23 11:00:00  AM,7.983,3616.7,,,,
302,06/16/23 11:10:00  AM,8.082,4650.0,,,,
303,06/16/23 11:20:00  AM,8.282,4477.8,,,,
304,06/16/23 11:30:00  AM,8.282,4650.0,,,,
305,06/16/23 11:40:00  AM,8.382,4822.3,,,,
306,06/16/23 11:50:00  AM,8.282,3100.0,,,,
307,06/16/23 12:00:00  PM,8.082,3272.2,,,,
308,06/16/23 12:10:00  PM,7.983,3100.0,,,,
309,06/16/23 12:20:00  PM,7.882,2927.8,,,,
310,06/16/23 12:30:00  PM,7.582,2066.7,,,,
311,06/16/23 12:40:00  PM,7.381,1636.1,,,,
312,06/16/23 12:50:00  PM,7.481,2152.8,,,,
313,06/16/23 01:00:00  PM,7.481,2755.6,,,,
314,06/16/23 01:10:00  PM,7.582,4477.8,,,,
315,06/16/23 01:20:00  PM,7.481,3100.0,,,,
316,06/16/23 01:30:00  PM,7.481,3272.2,,,,
317,06/16/23 01:40:00  PM,7.582,3788.9,,,,
318,06/16/23 01:50:00  PM,7.682,3100.0,,,,
319,06/16/23 02:00:00  PM,7.882,4305.6,,,,
320,06/16/23 02:10:00  PM,8.082,6200.0,,,,
321,06/16/23 02:20:00  PM,8.481,13089.0,,,,
322,06/16/23 02:30:00  PM,9.472,15155.7,,,,
323,06/16/23 02:40:00  PM,9.669,5166.7,,,,
324,06/16/23 02:50:00  PM,10.063,4650.0,,,,
325,06/16/23 03:00:00  PM,9.373,4822.3,,,,
326,06/16/23 03:10:00  PM,8.879,3272.2,,,,
327,06/16/23 03:20:00  PM,8.779,4305.6,,,,
328,06/16/23 03:30:00  PM,8.879,3961.1,,,,
329,06/16/23 03:40:00  PM,8.581,2238.9,,,,
330,06/16/23 03:50:00  PM,8.481,1808.3,,,,
331,06/16/23 04:00:00  PM,8.282,1270.1,,,,
332,06/16/23 04:10:00  PM,8.182,1313.2,,,,
333,06/16/23 04:20:00  PM,8.182,1291.7,,,,
334,06/16/23 04:30:00  PM,8.182,1636.1,,,,
335,06/16/23 04:40:00  PM,8.182,1894.5,,,,
336,06/16/23 04:50:00  PM,8.382,2927.8,,,,
337,06/16/23 05:00:00  PM,8.382,2066.7,,,,
338,06/16/23 05:10:00  PM,8.282,1808.3,,,,
339,06/16/23 05:20:00  PM,8.282,2669.5,,,,
340,06/16/23 05:30:00  PM,8.282,2066.7,,,,
341,06/16/23 05:40:00  PM,8.182,1550.0,,,,
342,06/16/23 05:50:00  PM,8.082,1636.1,,,,
343,06/16/23 06:00:00  PM,8.182,1550.0,,,,
344,06/16/23 06:10:00  PM,8.182,1162.5,,,,
345,06/16/23 06:20:00  PM,7.983,1097.9,,,,
346,06/16/23 06:30:00  PM,7.782,785.8,,,,
347,06/16/23 06:40:00  PM,7.582,344.4,,,,
348,06/16/23 06:50:00  PM,7.381,333.7,,,,
349,06/16/23 07:00:00  PM,7.179,495.1,,,,
350,06/16/23 07:10:00  PM,7.179,570.5,,,,
351,06/16/23 07:20:00  PM,7.179,753.5,,,,
352,06/16/23 07:30:00  PM,7.179,505.9,,,,
353,06/16/23 07:40:00  PM,7.079,355.2,,,,
354,06/16/23 07:50:00  PM,6.978,376.7,,,,
355,06/16/23 08:00:00  PM,6.978,236.8,,,,
356,06/16/23 08:10:00  PM,6.877,322.9,,,,
357,06/16/23 08:20:00  PM,6.674,269.1,,,,
358,06/16/23 08:30:00  PM,6.674,376.7,,,,
359,06/16/23 08:40:00  PM,6.573,290.6,,,,
360,06/16/23 08:50:00  PM,6.471,236.8,,,,
361,06/16/23 09:00:00  PM,6.370,86.1,,,,
362,06/16/23 09:10:00  PM,6.268,21.5,,,,
363,06/16/23 09:20:00  PM,6.166,0.0,,,,
364,06/16/23 09:30:00  PM,6.166,0.0,,,,
365,06/16/23 09:40:00  PM,6.064,0.0,,,,
366,06/16/23 09:50:00  PM,6.064,0.0,,,,
367,06/16/23 10:00:00  PM,6.064,0.0,,,,
368,06/16/23 10:10:00  PM,6.064,0.0,,,,
369,06/16/23 10:20:00  PM,6.064,0.0,,,,
370,06/16/23 10:30:00  PM,5.962,0.0,,,,
371,06/16/23 10:40:00  PM,5.962,0.0,,,,
372,06/16/23 10:50:00  PM,5.962,0.0,,,,
373,06/16/23 11:00:00  PM,5.962,0.0,,,,
374,06/16/23 11:10:00  PM,5.860,0.0,,,,
375,06/16/23 11:20:00  PM,5.860,0.0,,,,
376,06/16/23 11:30:00  PM,5.860,0.0,,,,
377,06/16/23 11:40:00  PM,5.860,0.0,,,,
378,06/16/23 11:50:00  PM,5.860,0.0,,,,
379,06/17/23 12:00:00  AM,5.860,0.0,,,,
380,06/17/23 12:10:00  AM,5.860,0.0,,,,
381,06/17/23 12:20:00  AM,5.860,0.0,,,,
382,06/17/23 12:30:00  AM,5.860,0.0,,,,
383,06/17/23 12:40:00  AM,5.860,0.0,,,,
384,06/17/23 12:50:00  AM,5.860,0.0,,,,
385,06/17/23 01:00:00  AM,5.860,0.0,,,,
386,06/17/23 01:10:00  AM,5.860,0.0,,,,
387,06/17/23 01:20:00  AM,5.860,0.0,,,,
388,06/17/23 01:30:00  AM,5.860,0.0,,,,
389,06/17/23 01:40:00  AM,5.757,0.0,,,,
390,06/17/23 01:50:00  AM,5.860,0.0,,,,
391,06/17/23 02:00:00  AM,5.860,0.0,,,,
392,06/17/23 02:10:00  AM,5.757,0.0,,,,
393,06/17/23 02:20:00  AM,5.655,0.0,,,,
394,06/17/23 02:30:00  AM,5.655,0.0,,,,
395,06/17/23 02:40:00  AM,5.655,0.0,,,,
396,06/17/23 02:50:00  AM,5.655,0.0,,,,
397,06/17/23 03:00:00  AM,5.655,0.0,,,,
398,06/17/23 03:10:00  AM,5.655,0.0,,,,
399,06/17/23 03:20:00  AM,5.655,0.0,,,,
400,06/17/23 03:30:00  AM,5.655,0.0,,,,
401,06/17/23 03:40:00  AM,5.757,0.0,,,,
402,06/17/23 03:50:00  AM,5.757,0.0,,,,
403,06/17/23 04:00:00  AM,5.757,0.0,,,,
404,06/17/23 04:10:00  AM,5.757,0.0,,,,
405,06/17/23 04:20:00  AM,5.757,0.0,,,,
406,06/17/23 04:30:00  AM,5.757,0.0,,,,
407,06/17/23 04:40:00  AM,5.655,0.0,,,,
408,06/17/23 04:50:00  AM,5.655,0.0,,,,
409,06/17/23 05:00:00  AM,5.655,10.8,,,,
410,06/17/23 05:10:00  AM,5.655,32.3,,,,
411,06/17/23 05:20:00  AM,5.655,64.6,,,,
412,06/17/23 05:30:00  AM,5.655,96.9,,,,
413,06/17/23 05:40:00  AM,5.655,172.2,,,,
414,06/17/23 05:50:00  AM,5.655,258.3,,,,
415,06/17/23 06:00:00  AM,5.655,366.0,,,,
416,06/17/23 06:10:00  AM,5.655,549.0,,,,
417,06/17/23 06:20:00  AM,5.757,947.2,,,,
418,06/17/23 06:30:00  AM,5.962,1087.2,,,,
419,06/17/23 06:40:00  AM,5.962,1205.6,,,,
420,06/17/23 06:50:00  AM,5.962,958.0,,,,
421,06/17/23 07:00:00  AM,5.962,1173.3,,,,
422,06/17/23 07:10:00  AM,6.064,1550.0,,,,
423,06/17/23 07:20:00  AM,6.166,1550.0,,,,
424,06/17/23 07:30:00  AM,6.370,1808.3,,,,
425,06/17/23 07:40:00  AM,6.573,2066.7,,,,
426,06/17/23 07:50:00  AM,6.573,2325.0,,,,
427,06/17/23 08:00:00  AM,6.674,2411.1,,,,
428,06/17/23 08:10:00  AM,6.978,3272.2,,,,
429,06/17/23 08:20:00  AM,7.079,3444.5,,,,
430,06/17/23 08:30:00  AM,7.179,3444.5,,,,
431,06/17/23 08:40:00  AM,7.381,4477.8,,,,
432,06/17/23 08:50:00  AM,7.481,3961.1,,,,
433,06/17/23 09:00:00  AM,7.582,3788.9,,,,
434,06/17/23 09:10:00  AM,7.682,3961.1,,,,
435,06/17/23 09:20:00  AM,7.782,4133.4,,,,
436,06/17/23 09:30:00  AM,7.782,4305.6,,,,
437,06/17/23 09:40:00  AM,7.782,4305.6,,,,
438,06/17/23 09:50:00  AM,7.983,4822.3,,,,
439,06/17/23 10:00:00  AM,8.082,5166.7,,,,
440,06/17/23 10:10:00  AM,8.382,5511.1,,,,
441,06/17/23 10:20:00  AM,8.581,5166.7,,,,
442,06/17/23 10:30:00  AM,8.779,6200.0,,,,
443,06/17/23 10:40:00  AM,8.879,7577.8,,,,
444,06/17/23 10:50:00  AM,8.978,6200.0,,,,
445,06/17/23 11:00:00  AM,9.077,7577.8,,,,
446,06/17/23 11:10:00  AM,9.275,5511.1,,,,
447,06/17/23 11:20:00  AM,9.275,6544.5,,,,
448,06/17/23 11:30:00  AM,9.571,10677.8,,,,
449,06/17/23 11:40:00  AM,10.161,9300.1,,,,
450,06/17/23 11:50:00  AM,10.455,11711.2,,,,
451,06/17/23 12:00:00  PM,10.846,14466.8,,,,
452,06/17/23 12:10:00  PM,10.846,9300.1,,,,
453,06/17/23 12:20:00  PM,10.553,6544.5,,,,
454,06/17/23 12:30:00  PM,10.259,6544.5,,,,
455,06/17/23 12:40:00  PM,10.259,6544.5,,,,
456,06/17/23 12:50:00  PM,10.259,8266.7,,,,
457,06/17/23 01:00:00  PM,10.455,9644.5,,,,
458,06/17/23 01:10:00  PM,10.846,10333.4,,,,
459,06/17/23 01:20:00  PM,11.041,12400.1,,,,
460,06/17/23 01:30:00  PM,11.334,7577.8,,,,
