"Plot Title: 21405911"
"#","Date Time, GMT-02:30","Temp, °C (LGR S/N: 21405911, SEN S/N: 21405911, LBL: Temperature)","Intensity, Lux (LGR S/N: 21405911, SEN S/N: 21405911, LBL: Light)","Coupler Attached (LGR S/N: 21405911)","Host Connected (LGR S/N: 21405911)","Stopped (LGR S/N: 21405911)","End Of File (LGR S/N: 21405911)"
57,06/14/23 06:20:00  PM,19.472,17222.3,,,,
58,06/14/23 06:30:00  PM,18.521,15844.5,,,,
59,06/14/23 06:40:00  PM,17.570,14466.8,,,,
60,06/14/23 06:50:00  PM,16.903,13777.9,,,,
61,06/14/23 07:00:00  PM,16.332,11711.2,,,,
62,06/14/23 07:10:00  PM,15.664,9644.5,,,,
63,06/14/23 07:20:00  PM,15.091,9644.5,,,,
64,06/14/23 07:30:00  PM,14.709,9644.5,,,,
65,06/14/23 07:40:00  PM,14.134,7577.8,,,,
66,06/14/23 07:50:00  PM,13.461,6200.0,,,,
67,06/14/23 08:00:00  PM,12.787,5338.9,,,,
68,06/14/23 08:10:00  PM,12.013,3272.2,,,,
69,06/14/23 08:20:00  PM,11.236,2152.8,,,,
70,06/14/23 08:30:00  PM,10.455,1463.9,,,,
71,06/14/23 08:40:00  PM,9.866,1280.9,,,,
72,06/14/23 08:50:00  PM,9.373,893.4,,,,
73,06/14/23 09:00:00  PM,8.978,355.2,,,,
74,06/14/23 09:10:00  PM,8.581,183.0,,,,
75,06/14/23 09:20:00  PM,8.282,86.1,,,,
76,06/14/23 09:30:00  PM,7.983,21.5,,,,
77,06/14/23 09:40:00  PM,7.782,0.0,,,,
78,06/14/23 09:50:00  PM,7.381,0.0,,,,
79,06/14/23 10:00:00  PM,7.179,0.0,,,,
80,06/14/23 10:10:00  PM,6.877,0.0,,,,
81,06/14/23 10:20:00  PM,6.674,0.0,,,,
82,06/14/23 10:30:00  PM,6.471,0.0,,,,
83,06/14/23 10:40:00  PM,6.370,0.0,,,,
84,06/14/23 10:50:00  PM,6.166,0.0,,,,
85,06/14/23 11:00:00  PM,6.166,0.0,,,,
86,06/14/23 11:10:00  PM,6.166,0.0,,,,
87,06/14/23 11:20:00  PM,6.064,0.0,,,,
88,06/14/23 11:30:00  PM,5.962,0.0,,,,
89,06/14/23 11:40:00  PM,5.962,0.0,,,,
90,06/14/23 11:50:00  PM,5.962,0.0,,,,
91,06/15/23 12:00:00  AM,6.166,0.0,,,,
92,06/15/23 12:10:00  AM,6.268,0.0,,,,
93,06/15/23 12:20:00  AM,6.370,0.0,,,,
94,06/15/23 12:30:00  AM,6.370,0.0,,,,
95,06/15/23 12:40:00  AM,6.268,0.0,,,,
96,06/15/23 12:50:00  AM,6.166,0.0,,,,
97,06/15/23 01:00:00  AM,6.166,0.0,,,,
98,06/15/23 01:10:00  AM,6.268,0.0,,,,
99,06/15/23 01:20:00  AM,6.370,0.0,,,,
100,06/15/23 01:30:00  AM,6.370,0.0,,,,
101,06/15/23 01:40:00  AM,6.370,0.0,,,,
102,06/15/23 01:50:00  AM,6.370,0.0,,,,
103,06/15/23 02:00:00  AM,6.471,0.0,,,,
104,06/15/23 02:10:00  AM,6.064,0.0,,,,
105,06/15/23 02:20:00  AM,5.757,0.0,,,,
106,06/15/23 02:30:00  AM,5.552,0.0,,,,
107,06/15/23 02:40:00  AM,5.244,0.0,,,,
108,06/15/23 02:50:00  AM,5.037,0.0,,,,
109,06/15/23 03:00:00  AM,4.934,0.0,,,,
110,06/15/23 03:10:00  AM,4.934,0.0,,,,
111,06/15/23 03:20:00  AM,4.934,0.0,,,,
112,06/15/23 03:30:00  AM,5.141,0.0,,,,
113,06/15/23 03:40:00  AM,5.244,0.0,,,,
114,06/15/23 03:50:00  AM,5.244,0.0,,,,
115,06/15/23 04:00:00  AM,5.141,0.0,,,,
116,06/15/23 04:10:00  AM,5.141,0.0,,,,
117,06/15/23 04:20:00  AM,5.037,0.0,,,,
118,06/15/23 04:30:00  AM,5.037,0.0,,,,
119,06/15/23 04:40:00  AM,5.244,10.8,,,,
120,06/15/23 04:50:00  AM,5.141,64.6,,,,
121,06/15/23 05:00:00  AM,5.037,161.5,,,,
122,06/15/23 05:10:00  AM,4.934,333.7,,,,
123,06/15/23 05:20:00  AM,4.831,775.0,,,,
124,06/15/23 05:30:00  AM,5.037,1377.8,,,,
125,06/15/23 05:40:00  AM,5.655,2927.8,,,,
126,06/15/23 05:50:00  AM,6.674,5511.1,,,,
127,06/15/23 06:00:00  AM,7.882,7233.4,,,,
128,06/15/23 06:10:00  AM,8.680,7233.4,,,,
129,06/15/23 06:20:00  AM,9.077,5511.1,,,,
130,06/15/23 06:30:00  AM,9.669,8611.2,,,,
131,06/15/23 06:40:00  AM,10.651,11022.3,,,,
132,06/15/23 06:50:00  AM,10.748,5511.1,,,,
133,06/15/23 07:00:00  AM,10.357,4133.4,,,,
134,06/15/23 07:10:00  AM,10.161,3961.1,,,,
135,06/15/23 07:20:00  AM,10.063,4133.4,,,,
136,06/15/23 07:30:00  AM,10.161,4994.5,,,,
137,06/15/23 07:40:00  AM,10.553,7577.8,,,,
138,06/15/23 07:50:00  AM,10.944,6200.0,,,,
139,06/15/23 08:00:00  AM,11.236,7233.4,,,,
140,06/15/23 08:10:00  AM,11.528,9300.1,,,,
141,06/15/23 08:20:00  AM,12.013,9644.5,,,,
142,06/15/23 08:30:00  AM,12.690,18600.1,,,,
143,06/15/23 08:40:00  AM,13.558,21355.7,,,,
144,06/15/23 08:50:00  AM,13.365,14466.8,,,,
145,06/15/23 09:00:00  AM,13.269,19289.0,,,,
146,06/15/23 09:10:00  AM,14.613,33066.9,,,,
147,06/15/23 09:20:00  AM,15.951,41333.6,,,,
148,06/15/23 09:30:00  AM,17.855,38578.0,,,,
149,06/15/23 09:40:00  AM,17.189,24800.2,,,,
150,06/15/23 09:50:00  AM,15.760,18600.1,,,,
151,06/15/23 10:00:00  AM,16.332,33066.9,,,,
152,06/15/23 10:10:00  AM,17.570,35822.5,,,,
153,06/15/23 10:20:00  AM,17.950,39955.8,,,,
154,06/15/23 10:30:00  AM,19.948,55111.5,,,,
155,06/15/23 10:40:00  AM,23.581,110223.0,,,,
156,06/15/23 10:50:00  AM,34.479,110223.0,,,,
157,06/15/23 11:00:00  AM,37.604,104711.8,,,,
158,06/15/23 11:10:00  AM,33.014,110223.0,,,,
159,06/15/23 11:20:00  AM,34.163,121245.2,,,,
160,06/15/23 11:30:00  AM,33.326,88178.4,,,,
161,06/15/23 11:40:00  AM,31.370,88178.4,,,,
162,06/15/23 11:50:00  AM,38.046,132267.5,,,,
163,06/15/23 12:00:00  PM,44.211,242490.5,,,,
164,06/15/23 12:10:00  PM,48.821,231468.2,,,,
165,06/15/23 12:20:00  PM,51.154,242490.5,,,,
166,06/15/23 12:30:00  PM,49.225,220445.9,,,,
167,06/15/23 12:40:00  PM,50.734,253512.8,,,,
168,06/15/23 12:50:00  PM,51.154,170845.6,,,,
169,06/15/23 01:00:00  PM,50.042,137778.7,,,,
170,06/15/23 01:10:00  PM,44.211,264535.1,,,,
171,06/15/23 01:20:00  PM,48.421,264535.1,,,,
172,06/15/23 01:30:00  PM,50.595,264535.1,,,,
173,06/15/23 01:40:00  PM,47.760,187379.0,,,,
174,06/15/23 01:50:00  PM,47.238,242490.5,,,,
175,06/15/23 02:00:00  PM,47.109,242490.5,,,,
176,06/15/23 02:10:00  PM,42.998,220445.9,,,,
177,06/15/23 02:20:00  PM,41.225,74400.5,,,,
178,06/15/23 02:30:00  PM,37.714,88178.4,,,,
179,06/15/23 02:40:00  PM,39.843,74400.5,,,,
180,06/15/23 02:50:00  PM,37.494,165334.4,,,,
181,06/15/23 03:00:00  PM,42.164,66133.8,,,,
182,06/15/23 03:10:00  PM,35.542,66133.8,,,,
183,06/15/23 03:20:00  PM,38.602,71644.9,,,,
184,06/15/23 03:30:00  PM,39.843,198401.3,,,,
185,06/15/23 03:40:00  PM,39.502,187379.0,,,,
186,06/15/23 03:50:00  PM,39.729,187379.0,,,,
187,06/15/23 04:00:00  PM,39.615,187379.0,,,,
188,06/15/23 04:10:00  PM,38.157,165334.4,,,,
189,06/15/23 04:20:00  PM,33.014,49600.3,,,,
190,06/15/23 04:30:00  PM,30.862,68889.3,,,,
191,06/15/23 04:40:00  PM,30.054,55111.5,,,,
192,06/15/23 04:50:00  PM,33.222,31689.1,,,,
193,06/15/23 05:00:00  PM,32.807,26178.0,,,,
194,06/15/23 05:10:00  PM,29.152,24800.2,,,,
195,06/15/23 05:20:00  PM,26.977,31689.1,,,,
196,06/15/23 05:30:00  PM,25.416,24800.2,,,,
197,06/15/23 05:40:00  PM,24.255,26178.0,,,,
198,06/15/23 05:50:00  PM,24.062,24800.2,,,,
199,06/15/23 06:00:00  PM,23.388,20666.8,,,,
200,06/15/23 06:10:00  PM,23.100,23422.4,,,,
201,06/15/23 06:20:00  PM,23.004,19977.9,,,,
202,06/15/23 06:30:00  PM,22.621,20666.8,,,,
203,06/15/23 06:40:00  PM,21.855,10677.8,,,,
204,06/15/23 06:50:00  PM,20.043,9300.1,,,,
205,06/15/23 07:00:00  PM,18.901,9300.1,,,,
206,06/15/23 07:10:00  PM,18.711,7577.8,,,,
207,06/15/23 07:20:00  PM,18.616,8611.2,,,,
208,06/15/23 07:30:00  PM,18.521,8266.7,,,,
209,06/15/23 07:40:00  PM,17.950,3788.9,,,,
210,06/15/23 07:50:00  PM,16.999,1980.6,,,,
211,06/15/23 08:00:00  PM,16.332,3616.7,,,,
212,06/15/23 08:10:00  PM,16.141,3272.2,,,,
213,06/15/23 08:20:00  PM,15.664,2927.8,,,,
214,06/15/23 08:30:00  PM,14.996,2152.8,,,,
215,06/15/23 08:40:00  PM,14.613,1097.9,,,,
216,06/15/23 08:50:00  PM,14.421,613.5,,,,
217,06/15/23 09:00:00  PM,14.134,355.2,,,,
218,06/15/23 09:10:00  PM,13.846,75.3,,,,
219,06/15/23 09:20:00  PM,13.654,32.3,,,,
220,06/15/23 09:30:00  PM,13.461,10.8,,,,
221,06/15/23 09:40:00  PM,13.173,0.0,,,,
222,06/15/23 09:50:00  PM,13.076,0.0,,,,
223,06/15/23 10:00:00  PM,12.883,0.0,,,,
224,06/15/23 10:10:00  PM,12.690,0.0,,,,
225,06/15/23 10:20:00  PM,12.401,0.0,,,,
226,06/15/23 10:30:00  PM,12.207,0.0,,,,
227,06/15/23 10:40:00  PM,12.013,0.0,,,,
228,06/15/23 10:50:00  PM,11.431,0.0,,,,
229,06/15/23 11:00:00  PM,11.041,0.0,,,,
230,06/15/23 11:10:00  PM,10.553,0.0,,,,
231,06/15/23 11:20:00  PM,10.161,0.0,,,,
232,06/15/23 11:30:00  PM,9.965,0.0,,,,
233,06/15/23 11:40:00  PM,9.866,0.0,,,,
234,06/15/23 11:50:00  PM,9.965,0.0,,,,
235,06/16/23 12:00:00  AM,10.161,0.0,,,,
236,06/16/23 12:10:00  AM,10.259,0.0,,,,
237,06/16/23 12:20:00  AM,10.357,0.0,,,,
238,06/16/23 12:30:00  AM,10.357,0.0,,,,
239,06/16/23 12:40:00  AM,10.357,0.0,,,,
240,06/16/23 12:50:00  AM,10.357,0.0,,,,
241,06/16/23 01:00:00  AM,10.259,0.0,,,,
242,06/16/23 01:10:00  AM,10.161,0.0,,,,
243,06/16/23 01:20:00  AM,10.161,0.0,,,,
244,06/16/23 01:30:00  AM,10.063,0.0,,,,
245,06/16/23 01:40:00  AM,9.866,0.0,,,,
246,06/16/23 01:50:00  AM,9.768,0.0,,,,
247,06/16/23 02:00:00  AM,9.472,0.0,,,,
248,06/16/23 02:10:00  AM,9.275,0.0,,,,
249,06/16/23 02:20:00  AM,9.275,0.0,,,,
250,06/16/23 02:30:00  AM,8.978,0.0,,,,
251,06/16/23 02:40:00  AM,8.581,0.0,,,,
252,06/16/23 02:50:00  AM,8.481,0.0,,,,
253,06/16/23 03:00:00  AM,8.481,0.0,,,,
254,06/16/23 03:10:00  AM,8.382,0.0,,,,
255,06/16/23 03:20:00  AM,8.481,0.0,,,,
256,06/16/23 03:30:00  AM,8.581,0.0,,,,
257,06/16/23 03:40:00  AM,8.382,0.0,,,,
258,06/16/23 03:50:00  AM,8.382,0.0,,,,
259,06/16/23 04:00:00  AM,8.581,0.0,,,,
260,06/16/23 04:10:00  AM,8.481,0.0,,,,
261,06/16/23 04:20:00  AM,8.481,0.0,,,,
262,06/16/23 04:30:00  AM,8.382,0.0,,,,
263,06/16/23 04:40:00  AM,8.282,0.0,,,,
264,06/16/23 04:50:00  AM,8.182,0.0,,,,
265,06/16/23 05:00:00  AM,7.983,21.5,,,,
266,06/16/23 05:10:00  AM,7.983,53.8,,,,
267,06/16/23 05:20:00  AM,7.983,290.6,,,,
268,06/16/23 05:30:00  AM,7.782,376.7,,,,
269,06/16/23 05:40:00  AM,7.682,1076.4,,,,
270,06/16/23 05:50:00  AM,7.682,1130.2,,,,
271,06/16/23 06:00:00  AM,7.782,1377.8,,,,
272,06/16/23 06:10:00  AM,7.682,990.3,,,,
273,06/16/23 06:20:00  AM,7.582,914.9,,,,
274,06/16/23 06:30:00  AM,7.481,1324.0,,,,
275,06/16/23 06:40:00  AM,7.582,2669.5,,,,
276,06/16/23 06:50:00  AM,7.682,2755.6,,,,
277,06/16/23 07:00:00  AM,7.682,4994.5,,,,
278,06/16/23 07:10:00  AM,8.182,7577.8,,,,
279,06/16/23 07:20:00  AM,8.082,3961.1,,,,
280,06/16/23 07:30:00  AM,7.582,4477.8,,,,
281,06/16/23 07:40:00  AM,7.481,6544.5,,,,
282,06/16/23 07:50:00  AM,7.882,5338.9,,,,
283,06/16/23 08:00:00  AM,7.882,5338.9,,,,
284,06/16/23 08:10:00  AM,7.983,5511.1,,,,
285,06/16/23 08:20:00  AM,8.182,7233.4,,,,
286,06/16/23 08:30:00  AM,8.382,7233.4,,,,
287,06/16/23 08:40:00  AM,8.282,5511.1,,,,
288,06/16/23 08:50:00  AM,8.182,5511.1,,,,
289,06/16/23 09:00:00  AM,8.082,4822.3,,,,
290,06/16/23 09:10:00  AM,8.182,7233.4,,,,
291,06/16/23 09:20:00  AM,8.481,6544.5,,,,
292,06/16/23 09:30:00  AM,8.680,7233.4,,,,
293,06/16/23 09:40:00  AM,8.779,8266.7,,,,
294,06/16/23 09:50:00  AM,9.077,10333.4,,,,
295,06/16/23 10:00:00  AM,9.669,10333.4,,,,
296,06/16/23 10:10:00  AM,9.669,9644.5,,,,
297,06/16/23 10:20:00  AM,9.866,13089.0,,,,
298,06/16/23 10:30:00  AM,10.455,14466.8,,,,
299,06/16/23 10:40:00  AM,10.846,14466.8,,,,
300,06/16/23 10:50:00  AM,10.846,12400.1,,,,
301,06/16/23 11:00:00  AM,10.944,13089.0,,,,
302,06/16/23 11:10:00  AM,11.334,16533.4,,,,
303,06/16/23 11:20:00  AM,11.528,16533.4,,,,
304,06/16/23 11:30:00  AM,11.722,17911.2,,,,
305,06/16/23 11:40:00  AM,12.110,16533.4,,,,
306,06/16/23 11:50:00  AM,12.013,11022.3,,,,
307,06/16/23 12:00:00  PM,11.625,10677.8,,,,
308,06/16/23 12:10:00  PM,10.553,9644.5,,,,
309,06/16/23 12:20:00  PM,10.651,9644.5,,,,
310,06/16/23 12:30:00  PM,9.669,7233.4,,,,
311,06/16/23 12:40:00  PM,9.275,5511.1,,,,
312,06/16/23 12:50:00  PM,9.571,7233.4,,,,
313,06/16/23 01:00:00  PM,9.768,11711.2,,,,
314,06/16/23 01:10:00  PM,10.161,15844.5,,,,
315,06/16/23 01:20:00  PM,10.553,11022.3,,,,
316,06/16/23 01:30:00  PM,10.357,11022.3,,,,
317,06/16/23 01:40:00  PM,10.553,12400.1,,,,
318,06/16/23 01:50:00  PM,10.259,10677.8,,,,
319,06/16/23 02:00:00  PM,10.553,14466.8,,,,
320,06/16/23 02:10:00  PM,11.334,22044.6,,,,
321,06/16/23 02:20:00  PM,12.787,46844.8,,,,
322,06/16/23 02:30:00  PM,17.284,57867.0,,,,
323,06/16/23 02:40:00  PM,16.903,23422.4,,,,
324,06/16/23 02:50:00  PM,17.379,15844.5,,,,
325,06/16/23 03:00:00  PM,14.230,19977.9,,,,
326,06/16/23 03:10:00  PM,12.787,12400.1,,,,
327,06/16/23 03:20:00  PM,12.690,15844.5,,,,
328,06/16/23 03:30:00  PM,12.594,15844.5,,,,
329,06/16/23 03:40:00  PM,12.110,7577.8,,,,
330,06/16/23 03:50:00  PM,11.041,6200.0,,,,
331,06/16/23 04:00:00  PM,10.455,4650.0,,,,
332,06/16/23 04:10:00  PM,10.063,4994.5,,,,
333,06/16/23 04:20:00  PM,9.965,4650.0,,,,
334,06/16/23 04:30:00  PM,10.063,5511.1,,,,
335,06/16/23 04:40:00  PM,10.259,7233.4,,,,
336,06/16/23 04:50:00  PM,10.651,10677.8,,,,
337,06/16/23 05:00:00  PM,10.651,7577.8,,,,
338,06/16/23 05:10:00  PM,10.748,6544.5,,,,
339,06/16/23 05:20:00  PM,10.553,8611.2,,,,
340,06/16/23 05:30:00  PM,10.846,7233.4,,,,
341,06/16/23 05:40:00  PM,10.455,5338.9,,,,
342,06/16/23 05:50:00  PM,10.161,6200.0,,,,
343,06/16/23 06:00:00  PM,10.161,5511.1,,,,
344,06/16/23 06:10:00  PM,9.768,4133.4,,,,
345,06/16/23 06:20:00  PM,9.472,3788.9,,,,
346,06/16/23 06:30:00  PM,9.077,2411.1,,,,
347,06/16/23 06:40:00  PM,8.481,1162.5,,,,
348,06/16/23 06:50:00  PM,7.882,1377.8,,,,
349,06/16/23 07:00:00  PM,7.782,1636.1,,,,
350,06/16/23 07:10:00  PM,7.682,2066.7,,,,
351,06/16/23 07:20:00  PM,7.682,2755.6,,,,
352,06/16/23 07:30:00  PM,7.782,2066.7,,,,
353,06/16/23 07:40:00  PM,7.782,1227.1,,,,
354,06/16/23 07:50:00  PM,7.782,1377.8,,,,
355,06/16/23 08:00:00  PM,7.582,861.1,,,,
356,06/16/23 08:10:00  PM,7.481,1141.0,,,,
357,06/16/23 08:20:00  PM,7.280,882.6,,,,
358,06/16/23 08:30:00  PM,7.280,1173.3,,,,
359,06/16/23 08:40:00  PM,7.179,1033.3,,,,
360,06/16/23 08:50:00  PM,7.079,753.5,,,,
361,06/16/23 09:00:00  PM,6.877,344.4,,,,
362,06/16/23 09:10:00  PM,6.775,107.6,,,,
363,06/16/23 09:20:00  PM,6.674,21.5,,,,
364,06/16/23 09:30:00  PM,6.674,0.0,,,,
365,06/16/23 09:40:00  PM,6.573,0.0,,,,
366,06/16/23 09:50:00  PM,6.573,0.0,,,,
367,06/16/23 10:00:00  PM,6.471,0.0,,,,
368,06/16/23 10:10:00  PM,6.471,0.0,,,,
369,06/16/23 10:20:00  PM,6.573,0.0,,,,
370,06/16/23 10:30:00  PM,6.471,0.0,,,,
371,06/16/23 10:40:00  PM,6.573,0.0,,,,
372,06/16/23 10:50:00  PM,6.471,0.0,,,,
373,06/16/23 11:00:00  PM,6.370,0.0,,,,
374,06/16/23 11:10:00  PM,6.370,0.0,,,,
375,06/16/23 11:20:00  PM,6.370,0.0,,,,
376,06/16/23 11:30:00  PM,6.370,0.0,,,,
377,06/16/23 11:40:00  PM,6.370,0.0,,,,
378,06/16/23 11:50:00  PM,6.370,0.0,,,,
379,06/17/23 12:00:00  AM,6.471,0.0,,,,
380,06/17/23 12:10:00  AM,6.370,0.0,,,,
381,06/17/23 12:20:00  AM,6.370,0.0,,,,
382,06/17/23 12:30:00  AM,6.370,0.0,,,,
383,06/17/23 12:40:00  AM,6.370,0.0,,,,
384,06/17/23 12:50:00  AM,6.471,0.0,,,,
385,06/17/23 01:00:00  AM,6.471,0.0,,,,
386,06/17/23 01:10:00  AM,6.370,0.0,,,,
387,06/17/23 01:20:00  AM,6.370,0.0,,,,
388,06/17/23 01:30:00  AM,6.370,0.0,,,,
389,06/17/23 01:40:00  AM,6.268,0.0,,,,
390,06/17/23 01:50:00  AM,6.268,0.0,,,,
391,06/17/23 02:00:00  AM,6.268,0.0,,,,
392,06/17/23 02:10:00  AM,6.370,0.0,,,,
393,06/17/23 02:20:00  AM,6.370,0.0,,,,
394,06/17/23 02:30:00  AM,6.370,0.0,,,,
395,06/17/23 02:40:00  AM,6.268,0.0,,,,
396,06/17/23 02:50:00  AM,6.268,0.0,,,,
397,06/17/23 03:00:00  AM,6.166,0.0,,,,
398,06/17/23 03:10:00  AM,6.268,0.0,,,,
399,06/17/23 03:20:00  AM,6.268,0.0,,,,
400,06/17/23 03:30:00  AM,6.268,0.0,,,,
401,06/17/23 03:40:00  AM,6.268,0.0,,,,
402,06/17/23 03:50:00  AM,6.370,0.0,,,,
403,06/17/23 04:00:00  AM,6.370,0.0,,,,
404,06/17/23 04:10:00  AM,6.268,0.0,,,,
405,06/17/23 04:20:00  AM,6.268,0.0,,,,
406,06/17/23 04:30:00  AM,6.268,0.0,,,,
407,06/17/23 04:40:00  AM,6.268,0.0,,,,
408,06/17/23 04:50:00  AM,6.268,32.3,,,,
409,06/17/23 05:00:00  AM,6.268,86.1,,,,
410,06/17/23 05:10:00  AM,6.268,161.5,,,,
411,06/17/23 05:20:00  AM,6.268,279.9,,,,
412,06/17/23 05:30:00  AM,6.268,419.8,,,,
413,06/17/23 05:40:00  AM,6.268,667.4,,,,
414,06/17/23 05:50:00  AM,6.268,1065.6,,,,
415,06/17/23 06:00:00  AM,6.471,1463.9,,,,
416,06/17/23 06:10:00  AM,6.573,2066.7,,,,
417,06/17/23 06:20:00  AM,6.775,3444.5,,,,
418,06/17/23 06:30:00  AM,7.079,4305.6,,,,
419,06/17/23 06:40:00  AM,7.280,4822.3,,,,
420,06/17/23 06:50:00  AM,7.381,3788.9,,,,
421,06/17/23 07:00:00  AM,7.481,4477.8,,,,
422,06/17/23 07:10:00  AM,7.582,5511.1,,,,
423,06/17/23 07:20:00  AM,7.882,6200.0,,,,
424,06/17/23 07:30:00  AM,8.082,7233.4,,,,
425,06/17/23 07:40:00  AM,8.282,7233.4,,,,
426,06/17/23 07:50:00  AM,8.680,8611.2,,,,
427,06/17/23 08:00:00  AM,8.879,8611.2,,,,
428,06/17/23 08:10:00  AM,9.275,11022.3,,,,
429,06/17/23 08:20:00  AM,9.571,11022.3,,,,
430,06/17/23 08:30:00  AM,9.768,12400.1,,,,
431,06/17/23 08:40:00  AM,10.161,14466.8,,,,
432,06/17/23 08:50:00  AM,10.455,13089.0,,,,
433,06/17/23 09:00:00  AM,10.846,15844.5,,,,
434,06/17/23 09:10:00  AM,11.041,15155.7,,,,
435,06/17/23 09:20:00  AM,11.139,15155.7,,,,
436,06/17/23 09:30:00  AM,11.431,18600.1,,,,
437,06/17/23 09:40:00  AM,11.722,19289.0,,,,
438,06/17/23 09:50:00  AM,11.916,23422.4,,,,
439,06/17/23 10:00:00  AM,12.497,22044.6,,,,
440,06/17/23 10:10:00  AM,12.980,22044.6,,,,
441,06/17/23 10:20:00  AM,12.787,21355.7,,,,
442,06/17/23 10:30:00  AM,12.980,27555.7,,,,
443,06/17/23 10:40:00  AM,13.942,27555.7,,,,
444,06/17/23 10:50:00  AM,13.750,23422.4,,,,
445,06/17/23 11:00:00  AM,13.750,24800.2,,,,
446,06/17/23 11:10:00  AM,13.558,22044.6,,,,
447,06/17/23 11:20:00  AM,13.461,28933.5,,,,
448,06/17/23 11:30:00  AM,15.473,35822.5,,,,
449,06/17/23 11:40:00  AM,16.713,39955.8,,,,
450,06/17/23 11:50:00  AM,17.379,63378.2,,,,
451,06/17/23 12:00:00  PM,18.426,49600.3,,,,
452,06/17/23 12:10:00  PM,18.236,35822.5,,,,
453,06/17/23 12:20:00  PM,16.999,26178.0,,,,
454,06/17/23 12:30:00  PM,15.760,26178.0,,,,
455,06/17/23 12:40:00  PM,15.664,26178.0,,,,
456,06/17/23 12:50:00  PM,15.569,28933.5,,,,
457,06/17/23 01:00:00  PM,16.141,38578.0,,,,
458,06/17/23 01:10:00  PM,17.094,35822.5,,,,
459,06/17/23 01:20:00  PM,18.045,49600.3,,,,
460,06/17/23 01:30:00  PM,18.996,34444.7,,,,
