"Plot Title: 21405913"
"#","Date Time, GMT-02:30","Temp, °C (LGR S/N: 21405913, SEN S/N: 21405913, LBL: Temperature)","Intensity, Lux (LGR S/N: 21405913, SEN S/N: 21405913, LBL: Light)","Host Connected (LGR S/N: 21405913)","Coupler Attached (LGR S/N: 21405913)","Stopped (LGR S/N: 21405913)","End Of File (LGR S/N: 21405913)"
43,06/14/23 04:00:00  PM,21.951,0.0,,,,
44,06/14/23 04:10:00  PM,22.621,570.5,,,,
45,06/14/23 04:20:00  PM,22.812,419.8,,,,
46,06/14/23 04:30:00  PM,22.621,409.0,,,,
47,06/14/23 04:40:00  PM,22.621,409.0,,,,
48,06/14/23 04:50:00  PM,22.717,398.3,,,,
49,06/14/23 05:00:00  PM,22.812,366.0,,,,
50,06/14/23 05:10:00  PM,23.677,172.2,,,,
51,06/14/23 05:20:00  PM,23.292,0.0,,,,
52,06/14/23 05:30:00  PM,22.908,0.0,,,,
53,06/14/23 05:40:00  PM,22.621,0.0,,,,
54,06/14/23 05:50:00  PM,22.429,0.0,,,,
55,06/14/23 06:00:00  PM,22.333,0.0,,,,
56,06/14/23 06:10:00  PM,22.238,0.0,,,,
57,06/14/23 06:20:00  PM,22.142,0.0,,,,
58,06/14/23 06:30:00  PM,22.046,0.0,,,,
59,06/14/23 06:40:00  PM,22.046,0.0,,,,
60,06/14/23 06:50:00  PM,21.951,0.0,,,,
61,06/14/23 07:00:00  PM,21.951,0.0,,,,
62,06/14/23 07:10:00  PM,21.951,0.0,,,,
63,06/14/23 07:20:00  PM,21.951,0.0,,,,
64,06/14/23 07:30:00  PM,21.951,0.0,,,,
65,06/14/23 07:40:00  PM,21.951,0.0,,,,
66,06/14/23 07:50:00  PM,21.951,0.0,,,,
67,06/14/23 08:00:00  PM,21.951,0.0,,,,
68,06/14/23 08:10:00  PM,21.951,0.0,,,,
69,06/14/23 08:20:00  PM,21.951,0.0,,,,
70,06/14/23 08:30:00  PM,21.951,0.0,,,,
71,06/14/23 08:40:00  PM,21.951,0.0,,,,
72,06/14/23 08:50:00  PM,22.046,0.0,,,,
73,06/14/23 09:00:00  PM,22.046,0.0,,,,
74,06/14/23 09:10:00  PM,22.046,0.0,,,,
75,06/14/23 09:20:00  PM,22.046,0.0,,,,
76,06/14/23 09:30:00  PM,22.142,0.0,,,,
77,06/14/23 09:40:00  PM,22.142,0.0,,,,
78,06/14/23 09:50:00  PM,22.046,0.0,,,,
79,06/14/23 10:00:00  PM,22.046,0.0,,,,
80,06/14/23 10:10:00  PM,22.046,0.0,,,,
81,06/14/23 10:20:00  PM,22.046,0.0,,,,
82,06/14/23 10:30:00  PM,22.046,0.0,,,,
83,06/14/23 10:40:00  PM,22.046,0.0,,,,
84,06/14/23 10:50:00  PM,21.951,0.0,,,,
85,06/14/23 11:00:00  PM,21.951,0.0,,,,
86,06/14/23 11:10:00  PM,21.951,0.0,,,,
87,06/14/23 11:20:00  PM,21.855,0.0,,,,
88,06/14/23 11:30:00  PM,21.855,0.0,,,,
89,06/14/23 11:40:00  PM,21.760,0.0,,,,
90,06/14/23 11:50:00  PM,21.760,0.0,,,,
91,06/15/23 12:00:00  AM,21.664,0.0,,,,
92,06/15/23 12:10:00  AM,21.664,0.0,,,,
93,06/15/23 12:20:00  AM,21.569,0.0,,,,
94,06/15/23 12:30:00  AM,21.569,0.0,,,,
95,06/15/23 12:40:00  AM,21.473,0.0,,,,
96,06/15/23 12:50:00  AM,21.378,0.0,,,,
97,06/15/23 01:00:00  AM,21.378,0.0,,,,
98,06/15/23 01:10:00  AM,21.282,0.0,,,,
99,06/15/23 01:20:00  AM,21.282,0.0,,,,
100,06/15/23 01:30:00  AM,21.187,0.0,,,,
101,06/15/23 01:40:00  AM,21.091,0.0,,,,
102,06/15/23 01:50:00  AM,21.091,0.0,,,,
103,06/15/23 02:00:00  AM,20.996,0.0,,,,
104,06/15/23 02:10:00  AM,20.901,0.0,,,,
105,06/15/23 02:20:00  AM,20.901,0.0,,,,
106,06/15/23 02:30:00  AM,20.901,0.0,,,,
107,06/15/23 02:40:00  AM,21.091,0.0,,,,
108,06/15/23 02:50:00  AM,21.378,0.0,,,,
109,06/15/23 03:00:00  AM,21.569,0.0,,,,
110,06/15/23 03:10:00  AM,21.760,0.0,,,,
111,06/15/23 03:20:00  AM,21.855,0.0,,,,
112,06/15/23 03:30:00  AM,21.951,0.0,,,,
113,06/15/23 03:40:00  AM,21.951,0.0,,,,
114,06/15/23 03:50:00  AM,22.046,0.0,,,,
115,06/15/23 04:00:00  AM,22.142,0.0,,,,
116,06/15/23 04:10:00  AM,22.238,0.0,,,,
117,06/15/23 04:20:00  AM,22.429,0.0,,,,
118,06/15/23 04:30:00  AM,22.525,0.0,,,,
119,06/15/23 04:40:00  AM,22.525,0.0,,,,
120,06/15/23 04:50:00  AM,22.621,0.0,,,,
121,06/15/23 05:00:00  AM,22.621,0.0,,,,
122,06/15/23 05:10:00  AM,22.717,0.0,,,,
123,06/15/23 05:20:00  AM,22.812,0.0,,,,
124,06/15/23 05:30:00  AM,22.812,0.0,,,,
125,06/15/23 05:40:00  AM,22.908,0.0,,,,
126,06/15/23 05:50:00  AM,23.004,0.0,,,,
127,06/15/23 06:00:00  AM,23.100,0.0,,,,
128,06/15/23 06:10:00  AM,23.196,0.0,,,,
129,06/15/23 06:20:00  AM,23.292,0.0,,,,
130,06/15/23 06:30:00  AM,23.388,0.0,,,,
131,06/15/23 06:40:00  AM,23.484,0.0,,,,
132,06/15/23 06:50:00  AM,23.484,0.0,,,,
133,06/15/23 07:00:00  AM,23.581,0.0,,,,
134,06/15/23 07:10:00  AM,23.581,0.0,,,,
135,06/15/23 07:20:00  AM,23.484,0.0,,,,
136,06/15/23 07:30:00  AM,23.292,0.0,,,,
137,06/15/23 07:40:00  AM,23.100,0.0,,,,
138,06/15/23 07:50:00  AM,22.812,0.0,,,,
139,06/15/23 08:00:00  AM,22.717,0.0,,,,
140,06/15/23 08:10:00  AM,22.621,0.0,,,,
141,06/15/23 08:20:00  AM,22.525,0.0,,,,
142,06/15/23 08:30:00  AM,22.429,0.0,,,,
143,06/15/23 08:40:00  AM,21.473,0.0,,,,
144,06/15/23 08:50:00  AM,19.758,0.0,,,,
145,06/15/23 09:00:00  AM,18.901,0.0,,,,
146,06/15/23 09:10:00  AM,18.521,0.0,,,,
147,06/15/23 09:20:00  AM,18.426,0.0,,,,
148,06/15/23 09:30:00  AM,18.426,0.0,,,,
149,06/15/23 09:40:00  AM,17.665,43.1,,,,
150,06/15/23 09:50:00  AM,17.094,10.8,,,,
151,06/15/23 10:00:00  AM,16.618,10.8,,,,
152,06/15/23 10:10:00  AM,16.237,0.0,,,,
153,06/15/23 10:20:00  AM,15.760,409.0,,,,
154,06/15/23 10:30:00  AM,16.999,1463.9,,,,
155,06/15/23 10:40:00  AM,22.621,10677.8,,,,
156,06/15/23 10:50:00  AM,31.676,82667.2,,,,
157,06/15/23 11:00:00  AM,26.977,55111.5,,,,
158,06/15/23 11:10:00  AM,28.159,66133.8,,,,
159,06/15/23 11:20:00  AM,26.879,49600.3,,,,
160,06/15/23 11:30:00  AM,26.292,63378.2,,,,
161,06/15/23 11:40:00  AM,30.457,71644.9,,,,
162,06/15/23 11:50:00  AM,32.291,42711.4,,,,
163,06/15/23 12:00:00  PM,31.064,55111.5,,,,
164,06/15/23 12:10:00  PM,33.743,66133.8,,,,
165,06/15/23 12:20:00  PM,32.291,68889.3,,,,
166,06/15/23 12:30:00  PM,33.848,49600.3,,,,
167,06/15/23 12:40:00  PM,34.903,38578.0,,,,
168,06/15/23 12:50:00  PM,31.574,49600.3,,,,
169,06/15/23 01:00:00  PM,30.154,28933.5,,,,
170,06/15/23 01:10:00  PM,30.659,31689.1,,,,
171,06/15/23 01:20:00  PM,31.983,23422.4,,,,
172,06/15/23 01:30:00  PM,32.497,35822.5,,,,
173,06/15/23 01:40:00  PM,32.600,35822.5,,,,
174,06/15/23 01:50:00  PM,31.880,37200.2,,,,
175,06/15/23 02:00:00  PM,31.064,34444.7,,,,
176,06/15/23 02:10:00  PM,30.457,37200.2,,,,
177,06/15/23 02:20:00  PM,29.252,39955.8,,,,
178,06/15/23 02:30:00  PM,29.853,35822.5,,,,
179,06/15/23 02:40:00  PM,30.558,37200.2,,,,
180,06/15/23 02:50:00  PM,30.659,35822.5,,,,
181,06/15/23 03:00:00  PM,28.853,30311.3,,,,
182,06/15/23 03:10:00  PM,27.961,27555.7,,,,
183,06/15/23 03:20:00  PM,27.764,23422.4,,,,
184,06/15/23 03:30:00  PM,26.977,24800.2,,,,
185,06/15/23 03:40:00  PM,26.781,22044.6,,,,
186,06/15/23 03:50:00  PM,27.173,22044.6,,,,
187,06/15/23 04:00:00  PM,27.665,22044.6,,,,
188,06/15/23 04:10:00  PM,27.370,20666.8,,,,
189,06/15/23 04:20:00  PM,25.513,21355.7,,,,
190,06/15/23 04:30:00  PM,27.075,30311.3,,,,
191,06/15/23 04:40:00  PM,29.152,34444.7,,,,
192,06/15/23 04:50:00  PM,30.356,20666.8,,,,
193,06/15/23 05:00:00  PM,23.869,8611.2,,,,
194,06/15/23 05:10:00  PM,22.238,18600.1,,,,
195,06/15/23 05:20:00  PM,22.525,18600.1,,,,
196,06/15/23 05:30:00  PM,21.473,16533.4,,,,
197,06/15/23 05:40:00  PM,22.046,17911.2,,,,
198,06/15/23 05:50:00  PM,21.760,17222.3,,,,
199,06/15/23 06:00:00  PM,21.473,17911.2,,,,
200,06/15/23 06:10:00  PM,21.664,16533.4,,,,
201,06/15/23 06:20:00  PM,21.187,14466.8,,,,
202,06/15/23 06:30:00  PM,20.329,12400.1,,,,
203,06/15/23 06:40:00  PM,19.662,10677.8,,,,
204,06/15/23 06:50:00  PM,18.901,8611.2,,,,
205,06/15/23 07:00:00  PM,18.331,10677.8,,,,
206,06/15/23 07:10:00  PM,17.665,6544.5,,,,
207,06/15/23 07:20:00  PM,16.999,5511.1,,,,
208,06/15/23 07:30:00  PM,16.618,6200.0,,,,
209,06/15/23 07:40:00  PM,16.046,3961.1,,,,
210,06/15/23 07:50:00  PM,15.187,2669.5,,,,
211,06/15/23 08:00:00  PM,14.900,2497.2,,,,
212,06/15/23 08:10:00  PM,14.709,2497.2,,,,
213,06/15/23 08:20:00  PM,14.517,2583.4,,,,
214,06/15/23 08:30:00  PM,14.134,1808.3,,,,
215,06/15/23 08:40:00  PM,13.846,861.1,,,,
216,06/15/23 08:50:00  PM,13.558,452.1,,,,
217,06/15/23 09:00:00  PM,13.365,215.3,,,,
218,06/15/23 09:10:00  PM,13.173,86.1,,,,
219,06/15/23 09:20:00  PM,13.076,32.3,,,,
220,06/15/23 09:30:00  PM,12.883,0.0,,,,
221,06/15/23 09:40:00  PM,12.690,0.0,,,,
222,06/15/23 09:50:00  PM,12.497,0.0,,,,
223,06/15/23 10:00:00  PM,12.207,0.0,,,,
224,06/15/23 10:10:00  PM,11.916,0.0,,,,
225,06/15/23 10:20:00  PM,11.625,0.0,,,,
226,06/15/23 10:30:00  PM,10.651,0.0,,,,
227,06/15/23 10:40:00  PM,9.965,0.0,,,,
228,06/15/23 10:50:00  PM,9.472,0.0,,,,
229,06/15/23 11:00:00  PM,9.275,0.0,,,,
230,06/15/23 11:10:00  PM,8.978,0.0,,,,
231,06/15/23 11:20:00  PM,9.077,0.0,,,,
232,06/15/23 11:30:00  PM,8.978,0.0,,,,
233,06/15/23 11:40:00  PM,8.779,0.0,,,,
234,06/15/23 11:50:00  PM,8.978,0.0,,,,
235,06/16/23 12:00:00  AM,9.176,0.0,,,,
236,06/16/23 12:10:00  AM,9.275,0.0,,,,
237,06/16/23 12:20:00  AM,9.275,0.0,,,,
238,06/16/23 12:30:00  AM,9.176,0.0,,,,
239,06/16/23 12:40:00  AM,9.176,0.0,,,,
240,06/16/23 12:50:00  AM,9.077,0.0,,,,
241,06/16/23 01:00:00  AM,8.978,0.0,,,,
242,06/16/23 01:10:00  AM,8.978,0.0,,,,
243,06/16/23 01:20:00  AM,8.879,0.0,,,,
244,06/16/23 01:30:00  AM,8.779,0.0,,,,
245,06/16/23 01:40:00  AM,8.779,0.0,,,,
246,06/16/23 01:50:00  AM,8.581,0.0,,,,
247,06/16/23 02:00:00  AM,8.481,0.0,,,,
248,06/16/23 02:10:00  AM,8.481,0.0,,,,
249,06/16/23 02:20:00  AM,8.282,0.0,,,,
250,06/16/23 02:30:00  AM,8.082,0.0,,,,
251,06/16/23 02:40:00  AM,7.882,0.0,,,,
252,06/16/23 02:50:00  AM,7.782,0.0,,,,
253,06/16/23 03:00:00  AM,7.983,0.0,,,,
254,06/16/23 03:10:00  AM,7.983,0.0,,,,
255,06/16/23 03:20:00  AM,7.782,0.0,,,,
256,06/16/23 03:30:00  AM,7.682,0.0,,,,
257,06/16/23 03:40:00  AM,7.682,0.0,,,,
258,06/16/23 03:50:00  AM,7.682,0.0,,,,
259,06/16/23 04:00:00  AM,7.481,0.0,,,,
260,06/16/23 04:10:00  AM,7.381,0.0,,,,
261,06/16/23 04:20:00  AM,7.179,0.0,,,,
262,06/16/23 04:30:00  AM,7.079,0.0,,,,
263,06/16/23 04:40:00  AM,6.877,0.0,,,,
264,06/16/23 04:50:00  AM,6.775,0.0,,,,
265,06/16/23 05:00:00  AM,6.775,21.5,,,,
266,06/16/23 05:10:00  AM,6.674,53.8,,,,
267,06/16/23 05:20:00  AM,6.573,322.9,,,,
268,06/16/23 05:30:00  AM,6.674,484.4,,,,
269,06/16/23 05:40:00  AM,6.674,828.8,,,,
270,06/16/23 05:50:00  AM,6.775,559.7,,,,
271,06/16/23 06:00:00  AM,6.674,538.2,,,,
272,06/16/23 06:10:00  AM,6.573,688.9,,,,
273,06/16/23 06:20:00  AM,6.573,818.1,,,,
274,06/16/23 06:30:00  AM,6.573,1054.9,,,,
275,06/16/23 06:40:00  AM,6.370,1377.8,,,,
276,06/16/23 06:50:00  AM,6.166,1377.8,,,,
277,06/16/23 07:00:00  AM,6.268,3272.2,,,,
278,06/16/23 07:10:00  AM,6.370,2497.2,,,,
279,06/16/23 07:20:00  AM,6.064,2669.5,,,,
280,06/16/23 07:30:00  AM,6.166,3616.7,,,,
281,06/16/23 07:40:00  AM,6.471,4133.4,,,,
282,06/16/23 07:50:00  AM,6.573,4133.4,,,,
283,06/16/23 08:00:00  AM,6.674,4822.3,,,,
284,06/16/23 08:10:00  AM,6.978,5166.7,,,,
285,06/16/23 08:20:00  AM,7.179,5511.1,,,,
286,06/16/23 08:30:00  AM,7.179,4650.0,,,,
287,06/16/23 08:40:00  AM,7.079,3616.7,,,,
288,06/16/23 08:50:00  AM,6.978,3272.2,,,,
289,06/16/23 09:00:00  AM,6.877,2669.5,,,,
290,06/16/23 09:10:00  AM,7.179,5511.1,,,,
291,06/16/23 09:20:00  AM,7.582,6200.0,,,,
292,06/16/23 09:30:00  AM,8.082,7577.8,,,,
293,06/16/23 09:40:00  AM,8.382,6544.5,,,,
294,06/16/23 09:50:00  AM,8.282,6544.5,,,,
295,06/16/23 10:00:00  AM,8.382,9300.1,,,,
296,06/16/23 10:10:00  AM,8.978,11022.3,,,,
297,06/16/23 10:20:00  AM,9.176,9644.5,,,,
298,06/16/23 10:30:00  AM,9.176,12400.1,,,,
299,06/16/23 10:40:00  AM,9.176,9300.1,,,,
300,06/16/23 10:50:00  AM,8.978,9644.5,,,,
301,06/16/23 11:00:00  AM,10.063,12400.1,,,,
302,06/16/23 11:10:00  AM,10.455,12400.1,,,,
303,06/16/23 11:20:00  AM,9.965,14466.8,,,,
304,06/16/23 11:30:00  AM,10.357,13089.0,,,,
305,06/16/23 11:40:00  AM,10.161,10677.8,,,,
306,06/16/23 11:50:00  AM,9.571,8266.7,,,,
307,06/16/23 12:00:00  PM,9.176,5511.1,,,,
308,06/16/23 12:10:00  PM,9.176,7233.4,,,,
309,06/16/23 12:20:00  PM,8.481,3616.7,,,,
310,06/16/23 12:30:00  PM,8.182,3272.2,,,,
311,06/16/23 12:40:00  PM,8.082,4477.8,,,,
312,06/16/23 12:50:00  PM,8.182,5511.1,,,,
313,06/16/23 01:00:00  PM,8.382,8611.2,,,,
314,06/16/23 01:10:00  PM,9.965,14466.8,,,,
315,06/16/23 01:20:00  PM,10.063,12400.1,,,,
316,06/16/23 01:30:00  PM,9.373,9644.5,,,,
317,06/16/23 01:40:00  PM,9.472,9644.5,,,,
318,06/16/23 01:50:00  PM,9.176,9300.1,,,,
319,06/16/23 02:00:00  PM,9.373,11022.3,,,,
320,06/16/23 02:10:00  PM,9.866,14466.8,,,,
321,06/16/23 02:20:00  PM,13.461,57867.0,,,,
322,06/16/23 02:30:00  PM,15.664,44089.2,,,,
323,06/16/23 02:40:00  PM,14.230,20666.8,,,,
324,06/16/23 02:50:00  PM,12.013,10677.8,,,,
325,06/16/23 03:00:00  PM,11.041,15155.7,,,,
326,06/16/23 03:10:00  PM,11.139,19977.9,,,,
327,06/16/23 03:20:00  PM,12.883,26178.0,,,,
328,06/16/23 03:30:00  PM,12.304,11022.3,,,,
329,06/16/23 03:40:00  PM,10.748,9300.1,,,,
330,06/16/23 03:50:00  PM,10.063,6544.5,,,,
331,06/16/23 04:00:00  PM,9.472,4477.8,,,,
332,06/16/23 04:10:00  PM,9.472,6200.0,,,,
333,06/16/23 04:20:00  PM,9.373,5511.1,,,,
334,06/16/23 04:30:00  PM,9.866,8611.2,,,,
335,06/16/23 04:40:00  PM,9.768,4822.3,,,,
336,06/16/23 04:50:00  PM,9.472,5338.9,,,,
337,06/16/23 05:00:00  PM,9.768,6544.5,,,,
338,06/16/23 05:10:00  PM,9.768,6544.5,,,,
339,06/16/23 05:20:00  PM,10.063,10677.8,,,,
340,06/16/23 05:30:00  PM,9.866,3616.7,,,,
341,06/16/23 05:40:00  PM,9.669,8611.2,,,,
342,06/16/23 05:50:00  PM,9.373,3961.1,,,,
343,06/16/23 06:00:00  PM,8.978,5511.1,,,,
344,06/16/23 06:10:00  PM,8.382,1636.1,,,,
345,06/16/23 06:20:00  PM,7.882,1636.1,,,,
346,06/16/23 06:30:00  PM,7.782,1550.0,,,,
347,06/16/23 06:40:00  PM,7.682,2669.5,,,,
348,06/16/23 06:50:00  PM,7.381,1302.4,,,,
349,06/16/23 07:00:00  PM,7.280,1550.0,,,,
350,06/16/23 07:10:00  PM,7.280,2066.7,,,,
351,06/16/23 07:20:00  PM,7.381,1377.8,,,,
352,06/16/23 07:30:00  PM,7.179,1044.1,,,,
353,06/16/23 07:40:00  PM,6.978,828.8,,,,
354,06/16/23 07:50:00  PM,6.877,979.5,,,,
355,06/16/23 08:00:00  PM,6.877,1033.3,,,,
356,06/16/23 08:10:00  PM,6.877,828.8,,,,
357,06/16/23 08:20:00  PM,6.877,592.0,,,,
358,06/16/23 08:30:00  PM,6.877,452.1,,,,
359,06/16/23 08:40:00  PM,6.775,279.9,,,,
360,06/16/23 08:50:00  PM,6.674,183.0,,,,
361,06/16/23 09:00:00  PM,6.573,107.6,,,,
362,06/16/23 09:10:00  PM,6.471,75.3,,,,
363,06/16/23 09:20:00  PM,6.370,21.5,,,,
364,06/16/23 09:30:00  PM,6.370,0.0,,,,
365,06/16/23 09:40:00  PM,6.370,0.0,,,,
366,06/16/23 09:50:00  PM,6.268,0.0,,,,
367,06/16/23 10:00:00  PM,6.268,0.0,,,,
368,06/16/23 10:10:00  PM,6.268,0.0,,,,
369,06/16/23 10:20:00  PM,6.166,0.0,,,,
370,06/16/23 10:30:00  PM,6.166,0.0,,,,
371,06/16/23 10:40:00  PM,6.166,0.0,,,,
372,06/16/23 10:50:00  PM,6.064,0.0,,,,
373,06/16/23 11:00:00  PM,6.064,0.0,,,,
374,06/16/23 11:10:00  PM,6.064,0.0,,,,
375,06/16/23 11:20:00  PM,6.064,0.0,,,,
376,06/16/23 11:30:00  PM,6.064,0.0,,,,
377,06/16/23 11:40:00  PM,6.166,0.0,,,,
378,06/16/23 11:50:00  PM,6.064,0.0,,,,
379,06/17/23 12:00:00  AM,6.064,0.0,,,,
380,06/17/23 12:10:00  AM,6.064,0.0,,,,
381,06/17/23 12:20:00  AM,6.064,0.0,,,,
382,06/17/23 12:30:00  AM,6.064,0.0,,,,
383,06/17/23 12:40:00  AM,6.166,0.0,,,,
384,06/17/23 12:50:00  AM,6.064,0.0,,,,
385,06/17/23 01:00:00  AM,6.064,0.0,,,,
386,06/17/23 01:10:00  AM,6.064,0.0,,,,
387,06/17/23 01:20:00  AM,6.064,0.0,,,,
388,06/17/23 01:30:00  AM,5.962,0.0,,,,
389,06/17/23 01:40:00  AM,5.962,0.0,,,,
390,06/17/23 01:50:00  AM,5.962,0.0,,,,
391,06/17/23 02:00:00  AM,5.962,0.0,,,,
392,06/17/23 02:10:00  AM,5.962,0.0,,,,
393,06/17/23 02:20:00  AM,5.860,0.0,,,,
394,06/17/23 02:30:00  AM,5.860,0.0,,,,
395,06/17/23 02:40:00  AM,5.860,0.0,,,,
396,06/17/23 02:50:00  AM,5.757,0.0,,,,
397,06/17/23 03:00:00  AM,5.655,0.0,,,,
398,06/17/23 03:10:00  AM,5.655,0.0,,,,
399,06/17/23 03:20:00  AM,5.552,0.0,,,,
400,06/17/23 03:30:00  AM,5.655,0.0,,,,
401,06/17/23 03:40:00  AM,5.655,0.0,,,,
402,06/17/23 03:50:00  AM,5.552,0.0,,,,
403,06/17/23 04:00:00  AM,5.450,0.0,,,,
404,06/17/23 04:10:00  AM,5.450,0.0,,,,
405,06/17/23 04:20:00  AM,5.552,0.0,,,,
406,06/17/23 04:30:00  AM,5.552,0.0,,,,
407,06/17/23 04:40:00  AM,5.552,0.0,,,,
408,06/17/23 04:50:00  AM,5.552,21.5,,,,
409,06/17/23 05:00:00  AM,5.552,53.8,,,,
410,06/17/23 05:10:00  AM,5.552,118.4,,,,
411,06/17/23 05:20:00  AM,5.655,172.2,,,,
412,06/17/23 05:30:00  AM,5.655,236.8,,,,
413,06/17/23 05:40:00  AM,5.757,366.0,,,,
414,06/17/23 05:50:00  AM,5.860,699.7,,,,
415,06/17/23 06:00:00  AM,5.962,1205.6,,,,
416,06/17/23 06:10:00  AM,6.166,1550.0,,,,
417,06/17/23 06:20:00  AM,6.268,2152.8,,,,
418,06/17/23 06:30:00  AM,6.471,2927.8,,,,
419,06/17/23 06:40:00  AM,6.877,3788.9,,,,
420,06/17/23 06:50:00  AM,7.079,4477.8,,,,
421,06/17/23 07:00:00  AM,7.381,5338.9,,,,
422,06/17/23 07:10:00  AM,7.682,6544.5,,,,
423,06/17/23 07:20:00  AM,7.983,6544.5,,,,
424,06/17/23 07:30:00  AM,8.481,8611.2,,,,
425,06/17/23 07:40:00  AM,8.978,9644.5,,,,
426,06/17/23 07:50:00  AM,9.176,12400.1,,,,
427,06/17/23 08:00:00  AM,9.373,9300.1,,,,
428,06/17/23 08:10:00  AM,9.275,8611.2,,,,
429,06/17/23 08:20:00  AM,9.373,9644.5,,,,
430,06/17/23 08:30:00  AM,9.768,13089.0,,,,
431,06/17/23 08:40:00  AM,10.357,13089.0,,,,
432,06/17/23 08:50:00  AM,10.259,12400.1,,,,
433,06/17/23 09:00:00  AM,10.455,13089.0,,,,
434,06/17/23 09:10:00  AM,10.063,11022.3,,,,
435,06/17/23 09:20:00  AM,10.455,14466.8,,,,
436,06/17/23 09:30:00  AM,10.846,17222.3,,,,
437,06/17/23 09:40:00  AM,11.334,16533.4,,,,
438,06/17/23 09:50:00  AM,10.846,11022.3,,,,
439,06/17/23 10:00:00  AM,10.553,12400.1,,,,
440,06/17/23 10:10:00  AM,10.748,16533.4,,,,
441,06/17/23 10:20:00  AM,11.722,17911.2,,,,
442,06/17/23 10:30:00  AM,11.722,18600.1,,,,
443,06/17/23 10:40:00  AM,12.594,28933.5,,,,
444,06/17/23 10:50:00  AM,13.461,30311.3,,,,
445,06/17/23 11:00:00  AM,13.654,28933.5,,,,
446,06/17/23 11:10:00  AM,13.173,26178.0,,,,
447,06/17/23 11:20:00  AM,12.980,24800.2,,,,
448,06/17/23 11:30:00  AM,12.883,19977.9,,,,
449,06/17/23 11:40:00  AM,13.076,22044.6,,,,
450,06/17/23 11:50:00  AM,13.173,22044.6,,,,
451,06/17/23 12:00:00  PM,13.076,18600.1,,,,
452,06/17/23 12:10:00  PM,13.846,24800.2,,,,
453,06/17/23 12:20:00  PM,14.421,26178.0,,,,
454,06/17/23 12:30:00  PM,14.325,21355.7,,,,
455,06/17/23 12:40:00  PM,13.846,19289.0,,,,
456,06/17/23 12:50:00  PM,14.134,18600.1,,,,
457,06/17/23 01:00:00  PM,14.325,28933.5,,,,
458,06/17/23 01:10:00  PM,14.613,24800.2,,,,
459,06/17/23 01:20:00  PM,14.613,22044.6,,,,
460,06/17/23 01:30:00  PM,15.187,30311.3,,,,
461,06/17/23 01:40:00  PM,14.613,20666.8,,,,
462,06/17/23 01:50:00  PM,14.325,17222.3,,,,
463,06/17/23 02:00:00  PM,14.134,19977.9,,,,
