"Plot Title: 21405902"
"#","Date Time, GMT-02:30","Temp, °C (LGR S/N: 21405902, SEN S/N: 21405902, LBL: Temperature)","Intensity, Lux (LGR S/N: 21405902, SEN S/N: 21405902, LBL: Light)","Coupler Attached (LGR S/N: 21405902)","Coupler Detached (LGR S/N: 21405902)","Host Connected (LGR S/N: 21405902)","Stopped (LGR S/N: 21405902)","End Of File (LGR S/N: 21405902)"
48,06/15/23 04:50:00  AM,4.207,75.3,,,,,
49,06/15/23 05:00:00  AM,4.207,183.0,,,,,
50,06/15/23 05:10:00  AM,4.207,387.5,,,,,
51,06/15/23 05:20:00  AM,4.207,904.2,,,,,
52,06/15/23 05:30:00  AM,4.519,1636.1,,,,,
53,06/15/23 05:40:00  AM,5.347,3444.5,,,,,
54,06/15/23 05:50:00  AM,6.370,6200.0,,,,,
55,06/15/23 06:00:00  AM,7.582,8266.7,,,,,
56,06/15/23 06:10:00  AM,8.481,8266.7,,,,,
57,06/15/23 06:20:00  AM,8.879,6544.5,,,,,
58,06/15/23 06:30:00  AM,9.472,10333.4,,,,,
59,06/15/23 06:40:00  AM,10.553,12400.1,,,,,
60,06/15/23 06:50:00  AM,10.748,6200.0,,,,,
61,06/15/23 07:00:00  AM,10.259,4650.0,,,,,
62,06/15/23 07:10:00  AM,9.965,4477.8,,,,,
63,06/15/23 07:20:00  AM,9.866,4822.3,,,,,
64,06/15/23 07:30:00  AM,10.063,6200.0,,,,,
65,06/15/23 07:40:00  AM,10.553,9644.5,,,,,
66,06/15/23 07:50:00  AM,10.944,7233.4,,,,,
67,06/15/23 08:00:00  AM,11.139,8266.7,,,,,
68,06/15/23 08:10:00  AM,11.528,10677.8,,,,,
69,06/15/23 08:20:00  AM,12.013,11711.2,,,,,
70,06/15/23 08:30:00  AM,13.173,22044.6,,,,,
71,06/15/23 08:40:00  AM,14.134,22044.6,,,,,
72,06/15/23 08:50:00  AM,14.038,16533.4,,,,,
73,06/15/23 09:00:00  AM,13.173,22044.6,,,,,
74,06/15/23 09:10:00  AM,14.900,38578.0,,,,,
75,06/15/23 09:20:00  AM,16.999,46844.8,,,,,
76,06/15/23 09:30:00  AM,18.901,44089.2,,,,,
77,06/15/23 09:40:00  AM,18.331,28933.5,,,,,
78,06/15/23 09:50:00  AM,16.427,22044.6,,,,,
79,06/15/23 10:00:00  AM,16.903,38578.0,,,,,
80,06/15/23 10:10:00  AM,18.331,41333.6,,,,,
81,06/15/23 10:20:00  AM,19.187,44089.2,,,,,
82,06/15/23 10:30:00  AM,21.282,60622.6,,,,,
83,06/15/23 10:40:00  AM,24.448,148801.0,,,,,
84,06/15/23 10:50:00  AM,34.374,132267.5,,,,,
85,06/15/23 11:00:00  AM,36.511,104711.8,,,,,
86,06/15/23 11:10:00  AM,32.807,104711.8,,,,,
87,06/15/23 11:20:00  AM,36.079,115734.1,,,,,
88,06/15/23 11:30:00  AM,34.058,99200.7,,,,,
89,06/15/23 11:40:00  AM,32.497,99200.7,,,,,
90,06/15/23 11:50:00  AM,39.163,176356.7,,,,,
91,06/15/23 12:00:00  PM,44.952,253512.8,,,,,
92,06/15/23 12:10:00  PM,47.760,231468.2,,,,,
93,06/15/23 12:20:00  PM,49.496,231468.2,,,,,
94,06/15/23 12:30:00  PM,48.821,209423.6,,,,,
95,06/15/23 12:40:00  PM,51.720,264535.1,,,,,
96,06/15/23 12:50:00  PM,53.166,165334.4,,,,,
97,06/15/23 01:00:00  PM,53.313,115734.1,,,,,
98,06/15/23 01:10:00  PM,47.499,132267.5,,,,,
99,06/15/23 01:20:00  PM,51.014,242490.5,,,,,
100,06/15/23 01:30:00  PM,52.727,242490.5,,,,,
101,06/15/23 01:40:00  PM,51.578,220445.9,,,,,
102,06/15/23 01:50:00  PM,52.873,231468.2,,,,,
103,06/15/23 02:00:00  PM,54.507,264535.1,,,,,
104,06/15/23 02:10:00  PM,52.293,220445.9,,,,,
105,06/15/23 02:20:00  PM,48.155,110223.0,,,,,
106,06/15/23 02:30:00  PM,44.704,198401.3,,,,,
107,06/15/23 02:40:00  PM,52.149,110223.0,,,,,
108,06/15/23 02:50:00  PM,48.955,187379.0,,,,,
109,06/15/23 03:00:00  PM,51.720,132267.5,,,,,
110,06/15/23 03:10:00  PM,41.928,79911.6,,,,,
111,06/15/23 03:20:00  PM,44.580,93689.5,,,,,
112,06/15/23 03:30:00  PM,46.593,198401.3,,,,,
113,06/15/23 03:40:00  PM,46.083,143289.8,,,,,
114,06/15/23 03:50:00  PM,39.050,99200.7,,,,,
115,06/15/23 04:00:00  PM,38.490,159823.3,,,,,
116,06/15/23 04:10:00  PM,38.268,132267.5,,,,,
117,06/15/23 04:20:00  PM,36.403,74400.5,,,,,
118,06/15/23 04:30:00  PM,34.374,121245.2,,,,,
119,06/15/23 04:40:00  PM,32.600,74400.5,,,,,
120,06/15/23 04:50:00  PM,29.252,20666.8,,,,,
121,06/15/23 05:00:00  PM,23.677,16533.4,,,,,
122,06/15/23 05:10:00  PM,22.525,38578.0,,,,,
123,06/15/23 05:20:00  PM,25.028,44089.2,,,,,
124,06/15/23 05:30:00  PM,25.125,33066.9,,,,,
125,06/15/23 05:40:00  PM,24.062,33066.9,,,,,
126,06/15/23 05:50:00  PM,24.255,35822.5,,,,,
127,06/15/23 06:00:00  PM,23.388,27555.7,,,,,
128,06/15/23 06:10:00  PM,23.581,34444.7,,,,,
129,06/15/23 06:20:00  PM,23.388,30311.3,,,,,
130,06/15/23 06:30:00  PM,22.908,30311.3,,,,,
131,06/15/23 06:40:00  PM,21.855,20666.8,,,,,
132,06/15/23 06:50:00  PM,19.948,18600.1,,,,,
133,06/15/23 07:00:00  PM,18.616,16533.4,,,,,
134,06/15/23 07:10:00  PM,18.331,12400.1,,,,,
135,06/15/23 07:20:00  PM,18.426,14466.8,,,,,
136,06/15/23 07:30:00  PM,18.331,13089.0,,,,,
137,06/15/23 07:40:00  PM,17.760,6200.0,,,,,
138,06/15/23 07:50:00  PM,16.618,3100.0,,,,,
139,06/15/23 08:00:00  PM,16.046,5166.7,,,,,
140,06/15/23 08:10:00  PM,15.855,5338.9,,,,,
141,06/15/23 08:20:00  PM,15.282,4477.8,,,,,
142,06/15/23 08:30:00  PM,14.613,3272.2,,,,,
143,06/15/23 08:40:00  PM,14.325,1722.2,,,,,
144,06/15/23 08:50:00  PM,14.230,947.2,,,,,
145,06/15/23 09:00:00  PM,13.942,549.0,,,,,
146,06/15/23 09:10:00  PM,13.654,129.2,,,,,
147,06/15/23 09:20:00  PM,13.461,64.6,,,,,
148,06/15/23 09:30:00  PM,13.269,10.8,,,,,
149,06/15/23 09:40:00  PM,13.076,0.0,,,,,
150,06/15/23 09:50:00  PM,12.883,0.0,,,,,
151,06/15/23 10:00:00  PM,12.690,0.0,,,,,
152,06/15/23 10:10:00  PM,12.594,0.0,,,,,
153,06/15/23 10:20:00  PM,12.401,0.0,,,,,
154,06/15/23 10:30:00  PM,12.207,0.0,,,,,
155,06/15/23 10:40:00  PM,11.916,0.0,,,,,
156,06/15/23 10:50:00  PM,11.139,0.0,,,,,
157,06/15/23 11:00:00  PM,10.944,0.0,,,,,
158,06/15/23 11:10:00  PM,10.357,0.0,,,,,
159,06/15/23 11:20:00  PM,9.965,0.0,,,,,
160,06/15/23 11:30:00  PM,9.866,0.0,,,,,
161,06/15/23 11:40:00  PM,9.768,0.0,,,,,
162,06/15/23 11:50:00  PM,9.965,0.0,,,,,
163,06/16/23 12:00:00  AM,10.161,0.0,,,,,
164,06/16/23 12:10:00  AM,10.259,0.0,,,,,
165,06/16/23 12:20:00  AM,10.357,0.0,,,,,
166,06/16/23 12:30:00  AM,10.357,0.0,,,,,
167,06/16/23 12:40:00  AM,10.357,0.0,,,,,
168,06/16/23 12:50:00  AM,10.357,0.0,,,,,
169,06/16/23 01:00:00  AM,10.357,0.0,,,,,
170,06/16/23 01:10:00  AM,10.161,0.0,,,,,
171,06/16/23 01:20:00  AM,10.161,0.0,,,,,
172,06/16/23 01:30:00  AM,10.063,0.0,,,,,
173,06/16/23 01:40:00  AM,9.965,0.0,,,,,
174,06/16/23 01:50:00  AM,9.768,0.0,,,,,
175,06/16/23 02:00:00  AM,9.373,0.0,,,,,
176,06/16/23 02:10:00  AM,9.275,0.0,,,,,
177,06/16/23 02:20:00  AM,9.373,0.0,,,,,
178,06/16/23 02:30:00  AM,8.879,0.0,,,,,
179,06/16/23 02:40:00  AM,8.581,0.0,,,,,
180,06/16/23 02:50:00  AM,8.382,0.0,,,,,
181,06/16/23 03:00:00  AM,8.481,0.0,,,,,
182,06/16/23 03:10:00  AM,8.481,0.0,,,,,
183,06/16/23 03:20:00  AM,8.481,0.0,,,,,
184,06/16/23 03:30:00  AM,8.581,0.0,,,,,
185,06/16/23 03:40:00  AM,8.382,0.0,,,,,
186,06/16/23 03:50:00  AM,8.481,0.0,,,,,
187,06/16/23 04:00:00  AM,8.779,0.0,,,,,
188,06/16/23 04:10:00  AM,8.779,0.0,,,,,
189,06/16/23 04:20:00  AM,8.680,0.0,,,,,
190,06/16/23 04:30:00  AM,8.581,0.0,,,,,
191,06/16/23 04:40:00  AM,8.481,0.0,,,,,
192,06/16/23 04:50:00  AM,8.382,10.8,,,,,
193,06/16/23 05:00:00  AM,8.282,32.3,,,,,
194,06/16/23 05:10:00  AM,8.182,86.1,,,,,
195,06/16/23 05:20:00  AM,8.182,419.8,,,,,
196,06/16/23 05:30:00  AM,8.182,549.0,,,,,
197,06/16/23 05:40:00  AM,8.082,1550.0,,,,,
198,06/16/23 05:50:00  AM,8.082,1636.1,,,,,
199,06/16/23 06:00:00  AM,8.082,2152.8,,,,,
200,06/16/23 06:10:00  AM,7.983,1463.9,,,,,
201,06/16/23 06:20:00  AM,7.882,1377.8,,,,,
202,06/16/23 06:30:00  AM,7.782,1894.5,,,,,
203,06/16/23 06:40:00  AM,7.983,3788.9,,,,,
204,06/16/23 06:50:00  AM,8.082,4133.4,,,,,
205,06/16/23 07:00:00  AM,8.082,7577.8,,,,,
206,06/16/23 07:10:00  AM,8.581,12400.1,,,,,
207,06/16/23 07:20:00  AM,8.481,6200.0,,,,,
208,06/16/23 07:30:00  AM,7.983,6544.5,,,,,
209,06/16/23 07:40:00  AM,8.282,9300.1,,,,,
210,06/16/23 07:50:00  AM,8.481,7577.8,,,,,
211,06/16/23 08:00:00  AM,8.382,7577.8,,,,,
212,06/16/23 08:10:00  AM,8.680,8611.2,,,,,
213,06/16/23 08:20:00  AM,8.779,10677.8,,,,,
214,06/16/23 08:30:00  AM,8.978,10333.4,,,,,
215,06/16/23 08:40:00  AM,8.978,8266.7,,,,,
216,06/16/23 08:50:00  AM,8.779,8611.2,,,,,
217,06/16/23 09:00:00  AM,8.680,6544.5,,,,,
218,06/16/23 09:10:00  AM,8.978,10333.4,,,,,
219,06/16/23 09:20:00  AM,9.275,9644.5,,,,,
220,06/16/23 09:30:00  AM,9.472,10677.8,,,,,
221,06/16/23 09:40:00  AM,9.669,13089.0,,,,,
222,06/16/23 09:50:00  AM,9.965,15844.5,,,,,
223,06/16/23 10:00:00  AM,10.357,14466.8,,,,,
224,06/16/23 10:10:00  AM,10.455,14466.8,,,,,
225,06/16/23 10:20:00  AM,10.944,18600.1,,,,,
226,06/16/23 10:30:00  AM,11.431,21355.7,,,,,
227,06/16/23 10:40:00  AM,12.110,19977.9,,,,,
228,06/16/23 10:50:00  AM,11.916,18600.1,,,,,
229,06/16/23 11:00:00  AM,11.819,19289.0,,,,,
230,06/16/23 11:10:00  AM,12.110,24800.2,,,,,
231,06/16/23 11:20:00  AM,12.787,24800.2,,,,,
232,06/16/23 11:30:00  AM,12.883,26178.0,,,,,
233,06/16/23 11:40:00  AM,13.750,24800.2,,,,,
234,06/16/23 11:50:00  AM,13.076,16533.4,,,,,
235,06/16/23 12:00:00  PM,12.207,17222.3,,,,,
236,06/16/23 12:10:00  PM,11.722,17222.3,,,,,
237,06/16/23 12:20:00  PM,11.819,16533.4,,,,,
238,06/16/23 12:30:00  PM,10.846,12400.1,,,,,
239,06/16/23 12:40:00  PM,10.259,9300.1,,,,,
240,06/16/23 12:50:00  PM,10.553,12400.1,,,,,
241,06/16/23 01:00:00  PM,10.944,18600.1,,,,,
242,06/16/23 01:10:00  PM,11.334,26178.0,,,,,
243,06/16/23 01:20:00  PM,12.207,18600.1,,,,,
244,06/16/23 01:30:00  PM,11.916,18600.1,,,,,
245,06/16/23 01:40:00  PM,11.819,22044.6,,,,,
246,06/16/23 01:50:00  PM,11.819,16533.4,,,,,
247,06/16/23 02:00:00  PM,12.110,24800.2,,,,,
248,06/16/23 02:10:00  PM,12.883,33066.9,,,,,
249,06/16/23 02:20:00  PM,14.900,74400.5,,,,,
250,06/16/23 02:30:00  PM,19.758,88178.4,,,,,
251,06/16/23 02:40:00  PM,19.377,30311.3,,,,,
252,06/16/23 02:50:00  PM,19.948,27555.7,,,,,
253,06/16/23 03:00:00  PM,16.618,27555.7,,,,,
254,06/16/23 03:10:00  PM,14.517,18600.1,,,,,
255,06/16/23 03:20:00  PM,14.134,24800.2,,,,,
256,06/16/23 03:30:00  PM,14.325,23422.4,,,,,
257,06/16/23 03:40:00  PM,13.558,12400.1,,,,,
258,06/16/23 03:50:00  PM,12.497,9644.5,,,,,
259,06/16/23 04:00:00  PM,11.819,6544.5,,,,,
260,06/16/23 04:10:00  PM,11.334,7233.4,,,,,
261,06/16/23 04:20:00  PM,11.139,7233.4,,,,,
262,06/16/23 04:30:00  PM,11.236,8611.2,,,,,
263,06/16/23 04:40:00  PM,11.139,10677.8,,,,,
264,06/16/23 04:50:00  PM,11.722,16533.4,,,,,
265,06/16/23 05:00:00  PM,11.722,11711.2,,,,,
266,06/16/23 05:10:00  PM,11.431,9644.5,,,,,
267,06/16/23 05:20:00  PM,11.236,14466.8,,,,,
268,06/16/23 05:30:00  PM,11.625,11022.3,,,,,
269,06/16/23 05:40:00  PM,11.334,8266.7,,,,,
270,06/16/23 05:50:00  PM,11.041,9300.1,,,,,
271,06/16/23 06:00:00  PM,11.041,7577.8,,,,,
272,06/16/23 06:10:00  PM,10.846,5511.1,,,,,
273,06/16/23 06:20:00  PM,10.357,5511.1,,,,,
274,06/16/23 06:30:00  PM,9.866,4133.4,,,,,
275,06/16/23 06:40:00  PM,9.275,2066.7,,,,,
276,06/16/23 06:50:00  PM,8.481,2152.8,,,,,
277,06/16/23 07:00:00  PM,8.382,2755.6,,,,,
278,06/16/23 07:10:00  PM,8.282,3272.2,,,,,
279,06/16/23 07:20:00  PM,8.182,4305.6,,,,,
280,06/16/23 07:30:00  PM,8.382,2927.8,,,,,
281,06/16/23 07:40:00  PM,8.382,2066.7,,,,,
282,06/16/23 07:50:00  PM,8.282,2238.9,,,,,
283,06/16/23 08:00:00  PM,8.182,1377.8,,,,,
284,06/16/23 08:10:00  PM,7.983,1722.2,,,,,
285,06/16/23 08:20:00  PM,7.882,1463.9,,,,,
286,06/16/23 08:30:00  PM,7.782,1894.5,,,,,
287,06/16/23 08:40:00  PM,7.682,1463.9,,,,,
288,06/16/23 08:50:00  PM,7.582,1151.7,,,,,
289,06/16/23 09:00:00  PM,7.381,441.3,,,,,
290,06/16/23 09:10:00  PM,7.280,161.5,,,,,
291,06/16/23 09:20:00  PM,7.179,32.3,,,,,
292,06/16/23 09:30:00  PM,7.079,10.8,,,,,
293,06/16/23 09:40:00  PM,7.079,0.0,,,,,
294,06/16/23 09:50:00  PM,6.978,0.0,,,,,
295,06/16/23 10:00:00  PM,6.978,0.0,,,,,
296,06/16/23 10:10:00  PM,6.978,0.0,,,,,
297,06/16/23 10:20:00  PM,6.978,0.0,,,,,
298,06/16/23 10:30:00  PM,6.978,0.0,,,,,
299,06/16/23 10:40:00  PM,6.978,0.0,,,,,
300,06/16/23 10:50:00  PM,6.978,0.0,,,,,
301,06/16/23 11:00:00  PM,6.978,0.0,,,,,
302,06/16/23 11:10:00  PM,6.877,0.0,,,,,
303,06/16/23 11:20:00  PM,6.877,0.0,,,,,
304,06/16/23 11:30:00  PM,6.877,0.0,,,,,
305,06/16/23 11:40:00  PM,6.877,0.0,,,,,
306,06/16/23 11:50:00  PM,6.877,0.0,,,,,
307,06/17/23 12:00:00  AM,6.877,0.0,,,,,
308,06/17/23 12:10:00  AM,6.775,0.0,,,,,
309,06/17/23 12:20:00  AM,6.775,0.0,,,,,
310,06/17/23 12:30:00  AM,6.775,0.0,,,,,
311,06/17/23 12:40:00  AM,6.775,0.0,,,,,
312,06/17/23 12:50:00  AM,6.775,0.0,,,,,
313,06/17/23 01:00:00  AM,6.775,0.0,,,,,
314,06/17/23 01:10:00  AM,6.674,0.0,,,,,
315,06/17/23 01:20:00  AM,6.775,0.0,,,,,
316,06/17/23 01:30:00  AM,6.674,0.0,,,,,
317,06/17/23 01:40:00  AM,6.674,0.0,,,,,
318,06/17/23 01:50:00  AM,6.674,0.0,,,,,
319,06/17/23 02:00:00  AM,6.674,0.0,,,,,
320,06/17/23 02:10:00  AM,6.674,0.0,,,,,
321,06/17/23 02:20:00  AM,6.573,0.0,,,,,
322,06/17/23 02:30:00  AM,6.573,0.0,,,,,
323,06/17/23 02:40:00  AM,6.471,0.0,,,,,
324,06/17/23 02:50:00  AM,6.471,0.0,,,,,
325,06/17/23 03:00:00  AM,6.471,0.0,,,,,
326,06/17/23 03:10:00  AM,6.471,0.0,,,,,
327,06/17/23 03:20:00  AM,6.471,0.0,,,,,
328,06/17/23 03:30:00  AM,6.471,0.0,,,,,
329,06/17/23 03:40:00  AM,6.471,0.0,,,,,
330,06/17/23 03:50:00  AM,6.471,0.0,,,,,
331,06/17/23 04:00:00  AM,6.471,0.0,,,,,
332,06/17/23 04:10:00  AM,6.471,0.0,,,,,
333,06/17/23 04:20:00  AM,6.471,0.0,,,,,
334,06/17/23 04:30:00  AM,6.370,0.0,,,,,
335,06/17/23 04:40:00  AM,6.370,0.0,,,,,
336,06/17/23 04:50:00  AM,6.370,53.8,,,,,
337,06/17/23 05:00:00  AM,6.370,129.2,,,,,
338,06/17/23 05:10:00  AM,6.370,258.3,,,,,
339,06/17/23 05:20:00  AM,6.370,452.1,,,,,
340,06/17/23 05:30:00  AM,6.471,688.9,,,,,
341,06/17/23 05:40:00  AM,6.471,1065.6,,,,,
342,06/17/23 05:50:00  AM,6.573,1636.1,,,,,
343,06/17/23 06:00:00  AM,6.674,2325.0,,,,,
344,06/17/23 06:10:00  AM,6.775,3272.2,,,,,
345,06/17/23 06:20:00  AM,6.978,5166.7,,,,,
346,06/17/23 06:30:00  AM,7.381,6200.0,,,,,
347,06/17/23 06:40:00  AM,7.582,6544.5,,,,,
348,06/17/23 06:50:00  AM,7.682,5338.9,,,,,
349,06/17/23 07:00:00  AM,7.682,6544.5,,,,,
350,06/17/23 07:10:00  AM,7.882,8611.2,,,,,
351,06/17/23 07:20:00  AM,8.282,8611.2,,,,,
352,06/17/23 07:30:00  AM,8.680,10677.8,,,,,
353,06/17/23 07:40:00  AM,8.978,10677.8,,,,,
354,06/17/23 07:50:00  AM,9.176,12400.1,,,,,
355,06/17/23 08:00:00  AM,9.472,13089.0,,,,,
356,06/17/23 08:10:00  AM,9.866,17222.3,,,,,
357,06/17/23 08:20:00  AM,10.063,17222.3,,,,,
358,06/17/23 08:30:00  AM,10.553,19977.9,,,,,
359,06/17/23 08:40:00  AM,10.748,24800.2,,,,,
360,06/17/23 08:50:00  AM,11.431,20666.8,,,,,
361,06/17/23 09:00:00  AM,11.334,26178.0,,,,,
362,06/17/23 09:10:00  AM,12.013,23422.4,,,,,
363,06/17/23 09:20:00  AM,12.110,23422.4,,,,,
364,06/17/23 09:30:00  AM,12.304,28933.5,,,,,
365,06/17/23 09:40:00  AM,12.594,27555.7,,,,,
366,06/17/23 09:50:00  AM,12.594,33066.9,,,,,
367,06/17/23 10:00:00  AM,13.173,31689.1,,,,,
368,06/17/23 10:10:00  AM,13.654,33066.9,,,,,
369,06/17/23 10:20:00  AM,13.461,30311.3,,,,,
370,06/17/23 10:30:00  AM,13.654,38578.0,,,,,
371,06/17/23 10:40:00  AM,14.804,42711.4,,,,,
372,06/17/23 10:50:00  AM,14.421,37200.2,,,,,
373,06/17/23 11:00:00  AM,14.709,42711.4,,,,,
374,06/17/23 11:10:00  AM,14.709,31689.1,,,,,
375,06/17/23 11:20:00  AM,14.421,42711.4,,,,,
376,06/17/23 11:30:00  AM,16.713,55111.5,,,,,
377,06/17/23 11:40:00  AM,18.140,57867.0,,,,,
378,06/17/23 11:50:00  AM,18.616,68889.3,,,,,
379,06/17/23 12:00:00  PM,19.758,79911.6,,,,,
380,06/17/23 12:10:00  PM,19.377,49600.3,,,,,
381,06/17/23 12:20:00  PM,18.045,38578.0,,,,,
382,06/17/23 12:30:00  PM,16.903,39955.8,,,,,
383,06/17/23 12:40:00  PM,17.094,39955.8,,,,,
384,06/17/23 12:50:00  PM,17.094,44089.2,,,,,
385,06/17/23 01:00:00  PM,18.045,57867.0,,,,,
386,06/17/23 01:10:00  PM,18.806,57867.0,,,,,
387,06/17/23 01:20:00  PM,19.948,71644.9,,,,,
388,06/17/23 01:30:00  PM,20.519,46844.8,,,,,
389,06/17/23 01:40:00  PM,18.711,44089.2,,,,,
390,06/17/23 01:50:00  PM,16.903,30311.3,,,,,
391,06/17/23 02:00:00  PM,16.427,33066.9,,,,,
392,06/17/23 02:10:00  PM,16.523,33066.9,,,,,
393,06/17/23 02:20:00  PM,16.713,34444.7,,,,,
394,06/17/23 02:30:00  PM,16.999,49600.3,,,,,
395,06/17/23 02:40:00  PM,18.331,44089.2,,,,,
396,06/17/23 02:50:00  PM,18.806,52355.9,,,,,
397,06/17/23 03:00:00  PM,18.711,42711.4,,,,,
398,06/17/23 03:10:00  PM,17.950,41333.6,,,,,
399,06/17/23 03:20:00  PM,17.665,31689.1,,,,,
400,06/17/23 03:30:00  PM,17.189,33066.9,,,,,
401,06/17/23 03:40:00  PM,16.903,34444.7,,,,,
402,06/17/23 03:50:00  PM,17.094,34444.7,,,,,
403,06/17/23 04:00:00  PM,17.189,37200.2,,,,,
404,06/17/23 04:10:00  PM,17.665,34444.7,,,,,
405,06/17/23 04:20:00  PM,17.475,37200.2,,,,,
406,06/17/23 04:30:00  PM,17.284,22044.6,,,,,
407,06/17/23 04:40:00  PM,16.332,28933.5,,,,,
408,06/17/23 04:50:00  PM,16.046,24800.2,,,,,
409,06/17/23 05:00:00  PM,16.237,28933.5,,,,,
410,06/17/23 05:10:00  PM,16.046,27555.7,,,,,
411,06/17/23 05:20:00  PM,16.332,31689.1,,,,,
412,06/17/23 05:30:00  PM,16.808,37200.2,,,,,
413,06/17/23 05:40:00  PM,17.189,28933.5,,,,,
414,06/17/23 05:50:00  PM,16.237,23422.4,,,,,
415,06/17/23 06:00:00  PM,15.282,13777.9,,,,,
416,06/17/23 06:10:00  PM,14.900,16533.4,,,,,
417,06/17/23 06:20:00  PM,14.613,16533.4,,,,,
418,06/17/23 06:30:00  PM,14.325,13777.9,,,,,
419,06/17/23 06:40:00  PM,13.846,10677.8,,,,,
420,06/17/23 06:50:00  PM,13.076,6200.0,,,,,
421,06/17/23 07:00:00  PM,12.690,7233.4,,,,,
422,06/17/23 07:10:00  PM,12.401,5511.1,,,,,
423,06/17/23 07:20:00  PM,12.110,4994.5,,,,,
424,06/17/23 07:30:00  PM,11.625,3788.9,,,,,
425,06/17/23 07:40:00  PM,11.236,2927.8,,,,,
426,06/17/23 07:50:00  PM,10.944,2325.0,,,,,
427,06/17/23 08:00:00  PM,10.651,1894.5,,,,,
428,06/17/23 08:10:00  PM,10.357,1550.0,,,,,
429,06/17/23 08:20:00  PM,10.063,1162.5,,,,,
430,06/17/23 08:30:00  PM,9.866,1001.0,,,,,
431,06/17/23 08:40:00  PM,9.768,828.8,,,,,
432,06/17/23 08:50:00  PM,9.472,570.5,,,,,
433,06/17/23 09:00:00  PM,9.373,290.6,,,,,
434,06/17/23 09:10:00  PM,9.275,129.2,,,,,
435,06/17/23 09:20:00  PM,9.077,53.8,,,,,
436,06/17/23 09:30:00  PM,9.077,10.8,,,,,
437,06/17/23 09:40:00  PM,9.077,0.0,,,,,
438,06/17/23 09:50:00  PM,9.077,0.0,,,,,
439,06/17/23 10:00:00  PM,9.077,0.0,,,,,
440,06/17/23 10:10:00  PM,8.978,0.0,,,,,
441,06/17/23 10:20:00  PM,8.879,0.0,,,,,
442,06/17/23 10:30:00  PM,8.879,0.0,,,,,
443,06/17/23 10:40:00  PM,8.779,0.0,,,,,
